Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Black Narcissus, (1947),"$166,391","$166,391",,1 hr 41 min,,Drama
Narc, (2002),"$10,465,659","$2,168,088","$6,500,000",1 hr 45 min,R,Crime;Drama;Mystery;Thriller
Kingdom of War: Part 1, (2007),"$7,124,588","$7,124,588",,2 hr 43 min,,Drama;History;War
Moving Targets, (2004),"$535,324","$535,324",,1 hr 34 min,,Action
Darkman, (1990),"$33,878,502","$15,000,000",,1 hr 36 min,,Action;Sci-Fi;Thriller
Narrow Margin, (1990),"$10,873,237",,,1 hr 37 min,,Action;Crime;Thriller
Naraka 19, (2007),"$2,275,844","$2,275,844",,1 hr 39 min,,Fantasy;Thriller
Nartanasala, (2018),"$3,323","$3,323",,2 hr 19 min,,Drama
Naruto Shippûden: The Lost Tower, (2010),"$16,537,336","$16,537,336",,1 hr 25 min,,Action;Adventure;Animation;Fantasy
Naruto Shippuden the Movie: Blood Prison, (2011),"$9,065,101","$9,065,101",,1 hr 48 min,,Action;Animation;Mystery;Thriller
Naruto Shippûden: The Movie, (2007),"$13,219,807","$13,219,807",,1 hr 34 min,,Action;Adventure;Animation;Family;Fantasy
Naruto the Movie: Ninja Clash in the Land of Snow, (2004),"$11,141,307","$11,141,307",,1 hr 22 min,,Action;Adventure;Animation
Road to Ninja - Naruto the Movie, (2012),"$43,171","$17,833,388",,1 hr 49 min,,Action;Adventure;Animation;Comedy;Fantasy
Naruto the Movie 2: Legend of the Stone of Gelel, (2005),"$10,198,805","$10,198,805",,1 hr 37 min,,Adventure;Animation;Comedy;Drama;Fantasy
Mag-ingat ka sa... Kulam, (2008),"$1,783,109","$1,783,109",,1 hr 35 min,,Drama;Fantasy;Horror;Thriller
Tu mi nascondi qualcosa, (2018),"$527,951","$527,951",,1 hr 27 min,,Comedy;Romance
NASCAR: The IMAX Experience, (2004),"$21,583,831","$665,000",,48 min,PG,Documentary;Sport
Nasmet Saif, (2005),"$14,069","$14,069",,,,
Apna Asmaan, (2007),"$80,563","$80,563",,1 hr 50 min,,Drama;Sci-Fi
Anselm, (2023),"$508,895","$1,320,989",,1 hr 33 min,,Documentary
Nasha Russia. Yaytsa sudby, (2010),"$24,022,125","$24,022,125",,1 hr 25 min,,Comedy
Nashville, (1975),"$9,984,123","$7,135",,2 hr 40 min,,Comedy;Drama;Music
Casino, (1995),"$42,512,375","$73,600,000",,2 hr 58 min,R,Crime;Drama
Nasha, (2013),"$441,345","$441,345",,2 hr 2 min,,Drama;Romance
Bajirao Mastani, (2015),"$6,557,047","$4,794,581",,2 hr 38 min,,Action;Drama;History;Romance;War
Anastasia, (1997),"$58,406,347","$81,398,001",,1 hr 34 min,,Adventure;Animation;Drama;Family;Fantasy;Musical;Mystery;Romance
Dastak, (1970),,,,2 hr 25 min,,Drama
Nasty Baby, (2015),"$79,800",$972,,1 hr 41 min,R,Drama
Ugly Nasty People, (2017),"$575,160","$575,160",,1 hr 25 min,,Comedy;Crime
Nasu: Summer in Andalusia, (2003),"$256,253","$256,253",,47 min,,Action;Animation;Sport
The Cat in the Hat, (2003),"$101,149,285","$32,811,256","$109,000,000",1 hr 22 min,PG,Adventure;Comedy;Family;Fantasy
Natale a Beverly Hills, (2009),"$29,976,481","$29,976,481",,1 hr 50 min,,Comedy
Natale a Miami, (2005),"$25,643,184","$25,643,184",,1 hr 40 min,,Comedy
Natale a New York, (2006),"$30,437,121","$30,437,121",,1 hr 51 min,,Comedy
Natale a Rio, (2008),"$36,702,844","$36,702,844",,1 hr 54 min,,Comedy
Natale in crociera, (2007),"$37,350,000","$37,350,000",,1 hr 45 min,,Comedy
Natalie, (2010),"$1,159,749","$1,159,749",,1 hr 30 min,,Mystery;Romance
Natasha, (2015),"$8,325",,,1 hr 33 min,,Drama
Natchathiram Nagargirathu, (2022),"$285,254","$285,254",,2 hr 50 min,,Drama;Romance
Savage Islands, (1983),"$1,963,756",,,1 hr 39 min,,Action;Adventure;Comedy;Romance
The Life and Death of Colonel Blimp, (1943),"$88,862","$88,862",,2 hr 43 min,,Drama;Romance;War
Nathalie..., (2003),"$31,008","$5,223,414",,1 hr 46 min,,Drama;Romance
Nati stanchi, (2002),"$334,136","$334,136",,1 hr 32 min,,Comedy
Movie Madness, (1982),"$63,405",,,1 hr 29 min,,Comedy
Dorm Daze, (2003),"$56,127","$380,238",,1 hr 36 min,R,Comedy;Crime;Mystery;Romance
National Lampoon's Christmas Vacation, (1989),"$74,515,899","$18,825",,1 hr 37 min,,Comedy
National Lampoon's Animal House, (1978),"$141,600,000","$7,219",,1 hr 49 min,,Comedy
Barely Legal, (2003),"$26,511","$56,928",,1 hr 30 min,R,Comedy
Class Reunion, (1982),"$10,054,150",,,1 hr 24 min,,Comedy;Horror
National Lampoon's European Vacation, (1985),"$49,364,621",,,1 hr 35 min,,Adventure;Comedy
Gold Diggers, (2003),"$527,000","$302,140",,1 hr 30 min,PG-13,Comedy;Crime
Joy of Sex, (1984),"$4,463,841",,,1 hr 33 min,,Comedy;Romance
Pledge This!, (2006),"$1,751,490","$1,751,490",,1 hr 31 min,R,Comedy
National Lampoon's Senior Trip, (1995),"$4,686,937",,,1 hr 31 min,R,Adventure;Comedy
Van Wilder, (2002),"$21,305,259","$16,970,224","$5,000,000",1 hr 32 min,R,Comedy;Romance
Van Wilder: The Rise of Taj, (2006),"$4,300,645","$1,785,863",,1 hr 37 min,R,Comedy;Romance
National Security, (2003),"$36,381,186","$13,716,763",,1 hr 28 min,PG-13,Action;Comedy;Crime;Thriller
National Treasure, (2004),"$173,008,894","$174,503,424","$100,000,000",2 hr 11 min,PG,Action;Adventure;Mystery;Thriller
National Treasure: Book of Secrets, (2007),"$219,964,115","$239,278,134",,2 hr 4 min,PG,Action;Adventure;Mystery;Thriller
Native Son, (1986),"$1,301,121",,,1 hr 51 min,,Drama;Romance
Nativity!, (2009),"$8,496,009","$8,496,009",,1 hr 45 min,PG,Comedy;Family
The Second Coming, (2014),"$235,861","$235,861",,1 hr 28 min,,Fantasy;Horror;Thriller
"The Tunnel to Summer, the Exit of Goodbyes", (2022),"$125,067","$1,243,739",,1 hr 25 min,,Animation;Drama;Fantasy;Mystery;Romance;Sci-Fi
Aandavan Kattalai, (2016),"$2,476","$2,476",,2 hr 31 min,,Drama
Natural Born Killers, (1994),"$50,282,766",$797,"$34,000,000",1 hr 59 min,R,Crime;Romance
Natural City, (2003),"$124,677","$124,677",,1 hr 54 min,R,Action;Drama;Sci-Fi;Thriller
Natural Selection, (2011),"$55,282",,,1 hr 30 min,R,Adventure;Comedy;Drama
Enchanted Kingdom, (2014),"$8,766,058","$8,766,058",,1 hr 27 min,G,Documentary
Ace Ventura: When Nature Calls, (1995),"$108,385,533","$104,000,000",,1 hr 30 min,PG-13,Adventure;Comedy;Crime
Naughty, (2023),"$3,339,676","$3,339,676",,1 hr 47 min,,Drama;Romance
Fifty Shades Darker, (2017),"$114,581,250","$266,964,596","$55,000,000",1 hr 58 min,R,Drama;Mystery;Romance;Thriller
Nausicaä of the Valley of the Wind, (1984),"$495,770","$8,517,987",,1 hr 57 min,PG,Adventure;Animation;Sci-Fi
Windtalkers, (2002),"$40,914,068","$36,714,197","$115,000,000",2 hr 14 min,R,Action;Drama;War
Navarathna, (2020),"$27,909","$27,909",,2 hr 18 min,,Action
Blue Days, (2006),"$263,368","$263,368",,1 hr 40 min,,Comedy
Navy Seals vs. Zombies, (2015),"$56,191","$56,191",,1 hr 37 min,,Action;Horror
Act of Valor, (2012),"$70,012,847","$12,486,552","$12,000,000",1 hr 50 min,R,Action;Adventure;Thriller;War
Naya Daur, (1957),"$441,157","$441,157",,2 hr 53 min,,Action;Drama;Musical;Romance
Nasa, (2011),"$147,834","$147,834",,2 min,,Animation;Fantasy;Sci-Fi;Short;War
Nithyaharitha Nayakan, (2018),"$3,822","$3,822",,2 hr 35 min,,Comedy
Nayee Padosan, (2003),"$456,002","$456,002",,2 hr 16 min,,Comedy
Üç Harfliler: Nazar, (2024),"$433,356","$433,356",,1 hr 34 min,,Horror
The Wolf and the Lion, (2021),"$2,072,173","$17,438,405",,1 hr 39 min,PG,Adventure;Drama;Family
Journey to the Center of the Earth, (2008),"$101,704,370","$142,528,318","$60,000,000",1 hr 33 min,PG,Action;Adventure;Family;Fantasy;Sci-Fi
Tell No One, (2006),"$6,177,192","$27,251,607",,2 hr 11 min,,Crime;Drama;Mystery;Romance;Thriller
Remember Me, (2010),"$19,068,240","$36,964,649","$16,000,000",1 hr 53 min,PG-13,Drama;Romance
Ne Zha, (2019),"$3,695,533","$722,529,938",,1 hr 50 min,,Action;Adventure;Animation;Family;Fantasy;Thriller
Neal 'n' Nikki, (2005),"$111,551","$207,309",,2 hr 2 min,,Comedy;Musical;Romance
The Ballad of Davy Crockett, (2024),,,,1 hr 36 min,,Action;Biography;History;Western
Near Dark, (1987),"$3,369,307",,"$5,000,000",1 hr 34 min,,Horror
Down to Earth, (2001),"$64,186,502","$7,000,000","$49,000,000",1 hr 27 min,PG-13,Comedy;Fantasy
Nearing Grace, (2005),,,,1 hr 45 min,R,Comedy;Drama;Romance
Life of a King, (2013),"$6,547","$37,614",,1 hr 40 min,PG-13,Drama
Over the Brooklyn Bridge, (1984),"$837,914",,,1 hr 48 min,,Comedy;Romance
Nebraska, (2013),"$17,654,912","$10,027,960","$12,000,000",1 hr 55 min,R,Drama
A Mother, (2020),"$20,845","$20,845",,1 hr 23 min,,Drama
Necessary Roughness, (1991),"$26,255,594",,,1 hr 48 min,,Comedy;Sport
Necromancer, (2005),"$879,300","$879,300",,1 hr 58 min,,Crime;Fantasy;Horror;Thriller
The Necromancer, (2018),"$7,841","$7,841",,1 hr 28 min,,Horror
Deranged, (1974),$219,,,1 hr 24 min,,Drama;Horror;Thriller
Necronomicón, (2018),"$7,617","$7,617",,1 hr 30 min,,Horror;Thriller
Narcosis, (2022),"$131,764","$131,764",,1 hr 50 min,,Drama;Mystery;Romance
Ned Kelly, (2003),"$86,959","$6,498,557",,1 hr 50 min,R,Action;Adventure;Biography;Crime;Drama;History;Romance;Western
End of the Century, (2019),"$66,309","$36,738",,1 hr 24 min,,Drama
Neds, (2010),"$2,019,939","$2,019,939",,2 hr 4 min,,Drama
Need for Speed, (2014),"$43,577,636","$159,700,000","$66,000,000",2 hr 12 min,PG-13,Action;Crime;Thriller
Needful Things, (1993),"$15,185,672",,,2 hr 1 min,R,Crime;Drama;Fantasy;Horror;Thriller
Golam, (2024),"$140,355","$140,355",,2 hr,,Crime;Mystery
Needle, (2010),"$259,185","$259,185",,1 hr 30 min,R,Horror;Mystery;Thriller
Neeku Nenu Naaku Nuvvu, (2003),"$245,392","$245,392",,,,Drama
Neerja, (2016),"$1,585,687","$16,032,593",,2 hr 2 min,,Biography;Drama;Thriller
Neethaane En Ponvasantham, (2012),"$501,432","$501,432",,2 hr 33 min,,Drama;Romance
Nenjuku Needhi, (2022),"$17,110","$17,110",,2 hr 18 min,,Crime;Drama;Mystery;Thriller
Neeya 2, (2019),"$6,514","$6,514",,2 hr 5 min,,Horror;Romance
The Breath, (2009),"$15,291,338","$15,291,338",,2 hr 8 min,,Action;Drama;Thriller;War
Humanoids from the Deep, (1980),$160,$160,,1 hr 20 min,,Horror;Sci-Fi
Restless Natives, (1985),,,,1 hr 29 min,,Comedy;Crime
Negotiator: Mashita Masayoshi, (2005),"$36,733,286","$36,733,286",,2 hr 7 min,,Action
Nehlle Pe Dehlla, (2007),"$1,214,808","$1,214,808",,2 hr 5 min,,Action;Comedy;Crime;Thriller
Neighbors 2: Sorority Rising, (2016),"$55,455,765","$52,551,344",,1 hr 32 min,R,Comedy
Neighbors, (1981),"$29,916,207",,,1 hr 34 min,,Comedy
Neil Young Journeys, (2011),"$215,026","$6,056",,1 hr 27 min,PG,Documentary;Music
Neil Young: Heart of Gold, (2006),"$1,904,606","$297,327",,1 hr 43 min,PG,Documentary;Music
The Wakhan Front, (2015),"$12,810","$105,853",,1 hr 40 min,,Drama;Fantasy;Mystery;Thriller;War
Nekrotronic, (2018),"$78,206","$78,206",,1 hr 39 min,R,Action;Comedy;Drama;Horror;Mystery;Sci-Fi;Thriller
Nell, (1994),"$33,683,817","$73,000,000",,1 hr 52 min,PG-13,Drama
Lord of Misrule, (2023),"$3,717","$1,022,075",,1 hr 44 min,,Horror
La piazza della mia città - Bologna e Lo Stato Sociale, (2020),"$6,230","$6,230",,1 hr 23 min,,Documentary;Music
Along Came a Spider, (2001),"$74,078,174","$31,100,387","$60,000,000",1 hr 44 min,R,Crime;Drama;Mystery;Thriller
Nelly, (2016),"$3,751",,,1 hr 40 min,,Biography;Drama
Nelly & Monsieur Arnaud, (1995),"$955,300",$408,,1 hr 46 min,,Drama
Half Nelson, (2006),"$2,697,938","$1,962,543",,1 hr 46 min,R,Drama
Nemesis, (1992),"$2,001,124",,,1 hr 35 min,R,Action;Sci-Fi;Thriller
Uro, (2006),"$2,040,577","$2,040,577",,1 hr 44 min,,Action;Crime;Thriller
Nénette, (2010),"$18,009","$10,690",,1 hr 10 min,,Documentary
Jil Jung Juk, (2016),"$10,064","$10,064",,2 hr 16 min,,Action;Comedy;Crime;Drama;Thriller
Nenu Local, (2017),"$14,372","$14,372",,2 hr 18 min,,Action;Comedy;Romance
Nenu Meeku Baaga Kavalsinavaadini, (2022),$233,$233,,2 hr 10 min,,Drama
Nena, (2014),"$1,112","$1,112",,1 hr 35 min,,Biography;Comedy;Drama
Neon Bull, (2015),"$26,734","$146,485",,1 hr 41 min,,Drama
Wilder Napalm, (1993),"$84,859",,,1 hr 49 min,PG-13,Comedy;Drama;Fantasy
Tehilim, (2007),"$124,410","$124,410",,1 hr 36 min,,Drama
Neptune's Daughter, (1949),,,,1 hr 35 min,,Comedy;Musical;Romance;Sport
The Betrayal, (2008),"$41,271",,,1 hr 36 min,,Documentary
Acts of Violence, (2018),"$386,790","$386,790",,1 hr 26 min,R,Action;Crime;Thriller
Una storia nera, (2024),"$148,282","$148,282",,1 hr 40 min,,Thriller
Neruda, (2016),"$939,101","$2,945,645",,1 hr 47 min,R,Biography;Crime;Drama;History;Thriller
Nerve, (2016),"$38,583,626","$46,667,799","$19,000,000",1 hr 36 min,PG-13,Adventure;Crime;Drama;Thriller
Microbe & Gasoline, (2015),"$63,802","$239,985",,1 hr 45 min,R,Adventure;Comedy;Drama
Neshoba, (2008),"$19,245",,,1 hr 26 min,,Documentary
Ask Mevsimi, (2024),"$72,544","$72,544",,2 hr 6 min,,Drama;Romance
Salute, (2008),"$172,376","$172,376",,2 hr,,Documentary;Sport
The Return of Don Camillo, (1953),"$127,840","$127,840",,1 hr 55 min,,Comedy
Stone of Destiny, (2008),"$347,045","$347,045",,1 hr 36 min,PG,Adventure;Comedy;Crime;Drama;History
Onihei Hankacho: Ketto, (2024),"$515,490","$515,490",,,,History
Network, (1976),"$23,689,877","$9,851","$3,800,000",2 hr 1 min,R,Drama
Herzausreisser - Neues vom Wienerlied, (2008),"$20,447","$20,447",,1 hr 25 min,,Documentary
The Social Network, (2010),"$96,962,694","$127,957,681","$40,000,000",2 hr,PG-13,Biography;Drama
Nine Months, (1995),"$69,684,532","$68,825,698",,1 hr 43 min,PG-13,Comedy;Romance
Neuilly Yo Mama!, (2009),"$22,243,482","$22,243,482",,1 hr 30 min,,Comedy
The Cockettes, (2002),"$220,165",,,1 hr 42 min,R,Documentary
The Mustang, (2019),"$5,043,620","$1,362,196",,1 hr 36 min,R,Drama
Never Been Kissed, (1999),"$55,474,756","$29,090,474","$25,000,000",1 hr 47 min,PG-13,Comedy;Drama;Romance
Never Been Thawed, (2005),"$47,219",,,1 hr 27 min,R,Comedy
Never Cry Wolf, (1983),"$29,600,000",,,1 hr 45 min,,Adventure;Drama
Never Die Alone, (2004),"$5,645,298","$277,702",,1 hr 28 min,R,Action;Crime;Drama;Thriller
Never Ending Story, (2022),"$30,926","$30,926",,,,Documentary
Never Ever, (2016),"$77,659","$77,659",,1 hr 26 min,,Drama
The New Year That Never Came, (2024),"$499,657","$499,657",,2 hr 18 min,,Drama;History
Never Forever, (2007),"$14,485","$674,988",,1 hr 44 min,R,Drama;Romance
Never Let Me Go, (2010),"$2,434,652","$7,483,441","$15,000,000",1 hr 43 min,R,Drama;Romance
Never Give a Sucker an Even Break, (1941),,,,1 hr 11 min,,Comedy;Musical
Never Gone, (2016),"$96,421","$48,884,371",,1 hr 40 min,,Drama;Romance
Never Look Away, (2024),"$52,457","$52,457",,1 hr 25 min,,Biography;Documentary
Look Back, (2024),"$1,990,545","$10,648,449",,58 min,,Animation;Drama
Never Trust a Stranger, (2015),"$423,946","$423,946",,,,Horror
Never on a Sunday, (2006),"$513,004","$513,004",,2 hr 5 min,R,Comedy;Drama
Never Say Die, (2017),"$334,530,869","$334,530,869",,1 hr 40 min,,Comedy;Fantasy;Sport
Never Say Goodbye, (2018),"$86,766","$86,766",,1 hr 50 min,,Drama;War
Popstar: Never Stop Never Stopping, (2016),"$9,639,125","$40,904",,1 hr 27 min,R,Comedy;Drama;Music;Musical
Never Surrender: A Galaxy Quest Documentary, (2019),"$222,971",,,1 hr 35 min,,Documentary
Mr. & Mrs. Smith, (1941),,,,1 hr 35 min,,Comedy;Romance
Never Talk to Strangers, (1995),"$6,858,261",,,1 hr 26 min,R,Crime;Drama;Mystery;Romance;Thriller
The Midnight Meat Train, (2008),"$83,361","$3,450,952",,1 hr 38 min,R,Horror;Mystery;Thriller
Never Too Late, (2020),"$829,920","$829,920",,1 hr 38 min,,Comedy;Drama;Romance
Never Too Old to Meow, (2014),"$14,064","$14,064",,1 hr 29 min,,Drama;Mystery;Thriller
Too Young to Die, (2002),"$352,463","$352,463",,1 hr 7 min,,Drama;Romance
Return to Never Land, (2002),"$48,430,258","$66,691,723","$20,000,000",1 hr 12 min,G,Adventure;Animation;Family;Fantasy
Finding Neverland, (2004),"$51,680,613","$64,970,000","$25,000,000",1 hr 46 min,PG,Biography;Drama;Family
Neverwas, (2005),"$11,246","$11,246",,1 hr 43 min,PG-13,Drama;Fantasy;Mystery
Captain America: Brave New World, (2025),,,,,,Action;Adventure;Sci-Fi
New Best Friend, (2002),"$46,375","$7,159",,1 hr 31 min,R,Drama;Mystery;Thriller
"Crouching Tiger, Hidden Dragon", (2000),"$128,530,421","$85,446,864","$17,000,000",2 hr,PG-13,Action;Adventure;Drama;Fantasy;Romance
Cutie Honey, (2004),"$453,906","$453,906",,1 hr 34 min,,Adventure;Comedy;Sci-Fi
Underworld: Awakening, (2012),"$62,321,039","$97,791,632","$70,000,000",1 hr 28 min,R,Action;Fantasy;Horror;Thriller
Funny About Love, (1990),"$8,141,292",,,1 hr 41 min,,Comedy;Romance
Flying Swords of Dragon Gate, (2011),"$170,276","$3,153,105",,2 hr 2 min,R,Action;Adventure
Legend of the Fist: The Return of Chen Zhen, (2010),"$50,433","$27,340,245",,1 hr 46 min,R,Action;Drama;History
New Gods: Nezha Reborn, (2021),"$56,088,478","$56,088,478",,1 hr 58 min,,Action;Animation;Fantasy
New Happy Dad and Son 3: Adventure in Russia, (2018),"$23,130,469","$23,130,469",,1 hr 22 min,,Animation
New Happy Dad and Son 4, (2021),"$8,070,000","$8,070,000",,1 hr 20 min,,Animation
New Jersey Drive, (1995),"$3,565,508",,,1 hr 38 min,R,Crime;Drama
Ghostbusters II, (1989),"$112,494,738","$102,900,000",,1 hr 48 min,,Action;Comedy;Fantasy;Sci-Fi
New Kids Turbo, (2010),"$18,261,046","$18,261,046",,1 hr 24 min,,Action;Comedy
Gas Food Lodging, (1992),"$1,342,613",,,1 hr 41 min,,Drama;Romance
The Twilight Saga: New Moon, (2009),"$297,816,253","$413,209,228","$50,000,000",2 hr 10 min,PG-13,Adventure;Drama;Fantasy;Romance
Stand Up and Cheer!, (1934),,,,1 hr 8 min,,Comedy;Musical;Romance
New Age Vampire Warriors, (2010),"$184,206","$184,206",,,,
A New Old Play, (2021),"$9,027",,,2 hr 59 min,,Drama;History
New Order, (2020),"$303,556","$1,521,935",,1 hr 26 min,R,Crime;Drama;Sci-Fi;Thriller
Runaway Jury, (2003),"$49,443,628","$30,710,512","$60,000,000",2 hr 7 min,PG-13,Crime;Drama;Thriller
They Will Have to Kill Us First: Malian Music In Exile, (2015),"$7,516","$7,937",,1 hr 40 min,,Documentary
Death Note: Light Up the New World, (2016),"$19,117,022","$19,117,022",,2 hr 15 min,,Crime;Drama;Horror;Mystery;Sci-Fi;Thriller
New Police Story, (2004),"$8,712,057","$8,712,057",,2 hr 3 min,R,Action;Crime;Thriller
Bad Lieutenant: Port of Call New Orleans, (2009),"$1,702,112","$8,904,310","$25,000,000",2 hr 2 min,R,Crime;Drama;Mystery
New Rose Hotel, (1998),"$21,521",,,1 hr 33 min,R,Drama;Mystery;Sci-Fi;Thriller
Shin Jigen! Crayon Shin-chan the Movie, (2023),"$23,920,308","$23,920,308",,1 hr 33 min,,Action;Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
New Town Killers, (2008),"$47,350","$47,350",,1 hr 40 min,,Action;Crime;Drama;Thriller
New Waterford Girl, (1999),"$774,469",,,1 hr 37 min,,Comedy
New World, (2013),"$457,806","$31,216,122",,2 hr 15 min,,Action;Crime;Drama;Thriller
New Wave, (2024),,,,1 hr 28 min,,Documentary;Music
New Year's Eve, (2011),"$54,544,638","$87,500,000","$56,000,000",1 hr 58 min,PG-13,Comedy;Romance
New Year's Day, (1989),"$36,106",,,1 hr 28 min,,Comedy;Drama
"New York, New York", (1977),"$16,400,000",,,2 hr 35 min,,Drama;Music;Musical
Confidential Informant, (2023),"$101,750","$101,750",,1 hr 28 min,R,Action;Crime;Drama;Thriller
New York Doll, (2005),"$219,672","$17,464",,1 hr 15 min,PG-13,Documentary;Music
New York Stories, (1989),"$10,763,469",,,2 hr 4 min,,Comedy;Drama;Romance
High Strung, (2016),"$53,447","$2,040,278",,1 hr 36 min,PG,Drama;Music;Romance
"New York, I Love You", (2008),"$1,588,015","$8,373,008",,1 hr 43 min,R,Comedy;Drama;Romance
The Man Who Knew Too Much, (1956),"$8,838","$8,838",,2 hr,,Drama;Thriller
Newcastle, (2008),"$260,657","$260,657",,1 hr 47 min,,Drama;Romance;Sport
Newlyweds, (2011),"$5,000",,,1 hr 35 min,,Comedy;Drama
Anchorman: The Legend of Ron Burgundy, (2004),"$85,288,303","$5,421,064","$26,000,000",1 hr 34 min,PG-13,Comedy
News from Planet Mars, (2016),$310,"$77,822",,1 hr 41 min,,Comedy;Drama
News of the World, (2020),"$12,668,325",,,1 hr 58 min,PG-13,Action;Adventure;Drama;Western
Newsfront, (1978),"$1,511",,,1 hr 50 min,,Drama;History
Newsies, (1992),"$2,819,485",,"$15,000,000",2 hr 1 min,PG,Drama;Family;History;Musical
Newtown, (2016),"$14,109",,,1 hr 25 min,,Documentary;History
One Flew Over the Cuckoo's Nest, (1975),"$108,981,275","$133,921","$3,000,000",2 hr 13 min,,Drama
Next Day Air, (2009),"$10,027,047","$145,472",,1 hr 24 min,R,Action;Comedy;Crime
The Girl Next Door, (2004),"$14,589,444","$15,792,278",,1 hr 49 min,R,Comedy;Drama;Romance
Next Door, (2005),"$1,297,446","$1,297,446",,1 hr 15 min,,Mystery;Thriller
Next Goal Wins, (2023),"$6,713,826","$11,934,976",,1 hr 44 min,PG-13,Comedy;Drama;Sport
Next of Kin, (1989),"$15,942,628",,,1 hr 48 min,,Action;Crime;Drama;Thriller
Paradise Stop, (2011),"$303,702","$303,702",,1 hr 30 min,,Comedy;Crime
Next Stop Wonderland, (1998),"$3,395,581",,,1 hr 44 min,R,Comedy;Drama;Romance
Next Time I'll Aim for the Heart, (2014),$815,"$3,417,398",,1 hr 51 min,,Crime;Drama;Thriller
This Time Next Year, (2024),"$93,354","$93,354",,1 hr 56 min,,Comedy;Romance
Next Time We Love, (1936),,,,1 hr 27 min,,Drama;Romance
No Time to Die, (2021),"$160,891,007","$613,262,000",,2 hr 43 min,PG-13,Action;Adventure;Thriller
Next, (2007),"$18,211,013","$59,410,970",,1 hr 36 min,PG-13,Action;Sci-Fi;Thriller
The Avengers, (1998),"$23,384,939",,"$60,000,000",1 hr 29 min,PG-13,Action;Adventure;Sci-Fi;Thriller
Ngati, (1987),$321,$321,,1 hr 32 min,,Drama
Nine Lives, (2005),"$478,830","$1,112,693",,1 hr 55 min,R,Drama
"Niagara, Niagara", (1997),"$214,661",,,1 hr 33 min,R,Drama;Romance
Disappearance at Clifton Hill, (2019),"$25,084",,,1 hr 40 min,,Drama;Mystery;Thriller
Nice Dreams, (1981),,,,1 hr 28 min,,Comedy;Crime
A Nice Girl Like You, (2020),"$771,222","$771,222",,1 hr 34 min,R,Comedy;Romance
The Nice Guys, (2016),"$36,261,763","$35,000,000","$50,000,000",1 hr 56 min,R,Action;Comedy;Crime;Thriller
Nick of Time, (1995),"$8,175,346",,,1 hr 30 min,R,Action;Crime;Drama;Thriller
Nice View, (2022),"$211,019,042","$211,019,042",,1 hr 46 min,,Comedy;Drama
Tideland, (2005),"$66,453","$500,158",,2 hr,R,Drama;Fantasy;Horror
St. Nicholas & the Golden Horseshoe, (2017),"$1,323,126","$1,323,126",,1 hr 7 min,,Family
Nicholas Nickleby, (2002),"$1,587,173","$2,064,289",,2 hr 12 min,PG,Adventure;Drama;Romance
Nicholas on Holiday, (2014),"$27,567,832","$27,567,832",,1 hr 37 min,,Comedy;Family
The Sting, (1973),"$156,000,000",,,2 hr 9 min,,Comedy;Crime;Drama
"Jeff, Who Lives at Home", (2011),"$4,269,426","$435,331",,1 hr 23 min,R,Comedy;Drama
Mura no shashinshuu, (2004),"$9,337","$9,337",,1 hr 51 min,,Drama
The Long Riders, (1980),"$15,795,189",,,1 hr 40 min,,Biography;Crime;Drama;Western
Nicky's Family, (2011),"$236,211","$236,211",,1 hr 36 min,,Documentary;History
"Nico, 1988", (2017),"$73,304","$10,254",,1 hr 33 min,R,Biography;Drama;Music
Nicotina, (2003),"$1,117,864","$4,633,143",,1 hr 33 min,R,Action;Comedy;Crime;Drama
Indra, (2002),"$18,842","$18,842",,2 hr 53 min,,Action;Drama
The Turin Horse, (2011),"$56,391","$105,697",,2 hr 35 min,,Drama
Attacking the Devil: Harold Evans and the Last Nazi War Crime, (2014),"$6,481","$6,481",,1 hr 42 min,,Documentary
Noelle, (2019),,,,1 hr 40 min,G,Comedy;Family;Fantasy
Tales from the Crypt: Demon Knight, (1995),"$21,089,146",,,1 hr 32 min,R,Action;Fantasy;Horror;Thriller
Night Across the Street, (2012),"$16,778",,,1 hr 50 min,,Comedy;Drama;Fantasy
Saturday Night, (2024),"$9,511,315","$277,617",,1 hr 49 min,R,Biography;Comedy;Drama;History
Knight and Day, (2010),"$76,423,035","$185,566,734","$117,000,000",1 hr 49 min,PG-13,Action;Adventure;Comedy
Fog and Night, (2007),"$292,846","$292,846",,1 hr 30 min,,Adventure;Drama;Mystery;Thriller
Night and the City, (1950),"$43,024","$43,024",,1 hr 41 min,,Crime;Film-Noir;Sport;Thriller
Night at the Museum, (2006),"$250,863,268","$323,617,961",,1 hr 48 min,PG,Adventure;Comedy;Family;Fantasy
Best Night Ever, (2013),"$289,511","$289,511",,1 hr 30 min,R,Comedy;Horror
Nightcrawler, (2014),"$32,381,217","$15,044,618","$8,500,000",1 hr 57 min,R,Crime;Drama;Thriller
Killer Klowns from Outer Space, (1988),$352,$352,,1 hr 28 min,,Comedy;Horror;Sci-Fi
Night Catches Us, (2010),"$76,185",,,1 hr 30 min,R,Drama;Romance
Don's Plum, (2001),"$41,939","$41,939",,1 hr 29 min,,Comedy;Drama
Night Crossing, (1982),"$8,000,000",,,1 hr 47 min,,Drama;Family;History;Thriller
Light of My Eyes, (2001),$257,$257,,1 hr 53 min,,Drama;Romance
