Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
What Happens in Vegas, (2008),"$80,277,646","$139,097,916","$35,000,000",1 hr 39 min,PG-13,Comedy;Romance
What Have I Done to Deserve This?, (1984),$690,,,1 hr 41 min,,Comedy;Drama
What We Forgot to Remember, (2020),"$81,870","$81,870",,1 hr 50 min,,Romance
What If, (2013),"$3,493,000","$5,033,288",,1 hr 38 min,PG-13,Comedy;Romance
What Time Is It There?, (2001),"$195,760","$69,717",,1 hr 56 min,,Drama;Romance
Who Killed the Electric Car?, (2006),"$1,678,874","$85,430",,1 hr 32 min,PG,Documentary
It Takes Two, (1995),"$19,474,589",,,1 hr 41 min,PG,Comedy;Family;Romance
What War May Bring, (2010),"$179,352","$179,352",,2 hr,,Drama
What Maisie Knew, (2012),"$1,066,471","$1,644,908",,1 hr 39 min,R,Drama
What Love Is, (2007),"$18,901",,,1 hr 33 min,R,Comedy;Romance
The Best Democracy Money Can Buy, (2016),"$29,500",,,1 hr 54 min,,Documentary
What Men Want, (2019),"$54,611,903","$17,604,391","$20,000,000",1 hr 57 min,R,Comedy;Fantasy;Romance
What Our Fathers Did: A Nazi Legacy, (2015),"$40,119","$14,484",,1 hr 36 min,,Documentary;History
Price of Glory, (2000),"$3,440,228","$108,328","$18,000,000",1 hr 58 min,PG-13,Drama;Sport
The China Syndrome, (1979),"$51,718,367",,,2 hr 2 min,,Drama;Thriller
What Richard Did, (2012),"$2,749","$485,578",,1 hr 28 min,,Drama
What the Health, (2017),"$3,187","$3,187",,1 hr 37 min,,Documentary
Fantastic Machine, (2023),"$27,111","$27,111",,1 hr 28 min,,Documentary
See What I'm Saying: The Deaf Entertainers Documentary, (2009),"$118,206",,,1 hr 31 min,PG-13,Documentary
What They Had, (2018),"$260,136","$273,443",,1 hr 41 min,R,Drama
What to Do in Case of Fire, (2001),"$33,545","$1,980,617",,1 hr 41 min,R,Action;Comedy;Drama;Romance;Thriller
What Lies Below, (2020),"$21,676","$21,676",,1 hr 27 min,,Drama;Horror;Mystery;Sci-Fi;Thriller
What We Do in the Shadows, (2014),"$3,469,224","$3,980,891",,1 hr 26 min,R,Comedy;Horror
What We Do Is Secret, (2007),"$58,776",,,1 hr 32 min,R,Biography;Drama;Music
What Will People Say, (2017),"$44,156","$2,146,975",,1 hr 46 min,,Drama
What Women Want, (2000),"$182,811,707","$191,300,000","$70,000,000",2 hr 7 min,PG-13,Comedy;Fantasy;Romance
What Would Jesus Buy?, (2007),"$200,010",,,1 hr 31 min,PG,Comedy;Documentary
What No One Knows, (2008),"$1,987,390","$1,987,390",,1 hr 39 min,,Drama;Thriller
A Nice Girl Like You, (2020),"$771,222","$771,222",,1 hr 34 min,R,Comedy;Romance
What's Cookin' Doc?, (1944),"$14,753",,,9 min,,Adventure;Animation;Comedy;Family;Short
What's Cooking?, (2000),"$1,045,899","$652,860",,1 hr 49 min,PG-13,Comedy;Drama;Romance
Don't Breathe, (2016),"$89,217,875","$68,543,127","$9,900,000",1 hr 28 min,R,Crime;Horror;Thriller
What's Eating Gilbert Grape, (1993),"$10,032,765",,,1 hr 58 min,PG-13,Drama
What's Going On?, (2009),$558,$558,,1 hr 20 min,,Adventure;Fantasy;Musical;Romance
For the Good of Others, (2010),"$1,811,479","$1,811,479",,1 hr 47 min,,Drama;Sci-Fi;Thriller
What's in a Name?, (2012),"$8,111","$31,295,469",,1 hr 49 min,,Comedy;Drama
What's Love Got to Do with It?, (2022),"$11,065,050","$11,065,050",,1 hr 48 min,PG-13,Comedy;Drama;Romance
Qué León, (2018),"$2,607,916","$5,200,000",,1 hr 33 min,PG-13,Comedy;Romance
What About Love, (2024),,,,1 hr 54 min,,Drama;Romance
What's New Pussycat, (1965),,,,1 hr 48 min,,Comedy
"What's Opera, Doc?", (1957),"$14,753",,,7 min,,Animation;Comedy;Drama;Family;Musical;Romance;Short
The Matador, (2005),"$12,594,698","$4,761,570","$12,500,000",1 hr 36 min,R,Comedy;Crime;Thriller
What to Do with the Dead Kaiju?, (2022),"$2,827,966","$2,827,966",,1 hr 55 min,,Comedy;Drama;Sci-Fi
"Kiss Him, Not Me", (2020),"$1,669,719","$1,669,719",,1 hr 30 min,,Comedy;Music;Romance
"What's Up, Doc?", (1972),"$66,000,000",,,1 hr 34 min,,Comedy;Romance
"What's Up, Tiger Lily?", (1966),,,,1 hr 20 min,,Adventure;Comedy;Crime;Thriller
Virginia, (2010),"$12,728",,,1 hr 51 min,R,Drama
What's Your Number?, (2011),"$14,011,084","$16,415,012","$20,000,000",1 hr 46 min,R,Comedy;Romance
What's Your Raashee?, (2009),"$257,868","$57,013",,3 hr 15 min,,Comedy;Drama;Romance
Whatever Happened to Harold Smith?, (1999),"$2,543",,,1 hr 35 min,R,Comedy
Whatever It Takes, (2000),"$8,745,680","$1,156,435","$32,000,000",1 hr 34 min,PG-13,Comedy;Drama;Romance
Whatever Lola Wants, (2007),"$655,467","$655,467",,1 hr 55 min,,Drama
There Will Be Blood, (2007),"$40,222,514","$35,964,359","$25,000,000",2 hr 38 min,R,Drama
Van Gogh: Of Wheat Fields and Clouded Skies, (2018),"$85,389","$85,389",,1 hr 26 min,,Documentary
Out of Time, (2003),"$41,088,845","$14,406,718","$50,000,000",1 hr 45 min,PG-13,Crime;Drama;Mystery;Thriller
Terror of Mechagodzilla, (1975),$275,,,1 hr 23 min,,Adventure;Family;Fantasy;Sci-Fi
When a Stranger Calls, (2006),"$47,860,214","$19,201,909","$15,000,000",1 hr 27 min,PG-13,Horror;Thriller
When a Man Falls, (2007),"$120,847","$120,847",,1 hr 26 min,R,Drama;Thriller
When a Man Loves a Woman, (1994),"$50,021,959",,,2 hr 6 min,R,Drama;Romance
When a Woman Ascends the Stairs, (1960),"$51,775","$51,775",,1 hr 51 min,,Drama
When the Cows Come Home, (2022),"$22,550","$22,550",,1 hr 44 min,,Documentary
When Angels Sleep, (2018),"$54,850","$54,850",,1 hr 31 min,,Adventure;Drama;Horror;Thriller
Flyboys, (2006),"$13,090,630","$4,767,429","$60,000,000",2 hr 20 min,PG-13,Action;Drama;History;Romance;War
When Brendan Met Trudy, (2000),"$133,376","$936,272",,1 hr 35 min,,Comedy;Romance
Downhill, (1927),$158,,,1 hr 20 min,,Adventure;Drama;Thriller
When Did You Last See Your Father?, (2007),"$1,077,273","$1,675,198",,1 hr 32 min,PG-13,Biography;Drama
When You Finish Saving the World, (2022),"$196,920",,,1 hr 28 min,R,Comedy;Drama
When Do We Eat?, (2005),"$431,513",,,1 hr 26 min,R,Comedy
Samay: When Time Strikes, (2003),"$590,974","$590,974",,2 hr 16 min,,Crime;Mystery;Thriller
When Darkness Falls, (2006),"$440,756","$440,756",,2 hr 13 min,,Drama;Thriller
When Father Was Away on Business, (1985),"$16,131","$18,620",,2 hr 16 min,,Drama
When Harry Met Sally..., (1989),"$93,117,425","$156,140",,1 hr 35 min,,Comedy;Drama;Romance
When Harry Tries to Marry, (2011),"$35,100",,,1 hr 33 min,PG-13,Comedy;Romance
"When I Get Home, My Wife Always Pretends to Be Dead.", (2018),"$1,752,391","$1,752,391",,1 hr 55 min,,Comedy;Drama
When a Wolf Falls in Love with a Sheep, (2012),"$176,260","$176,260",,1 hr 26 min,,Comedy;Romance
"When I Grow Up, I'll Be a Kangaroo", (2004),"$13,793","$13,793",,1 hr 32 min,,Comedy
When I Met U, (2009),"$1,325,400","$1,325,400",,2 hr 14 min,,Comedy;Drama;Romance
When I Turned Nine, (2004),"$17,479","$17,479",,1 hr 45 min,,Drama
When I Was Alive, (2014),"$32,857","$32,857",,1 hr 48 min,,Drama;Horror;Musical;Thriller
I'll Sleep When I'm Dead, (2003),"$360,759","$130,205",,1 hr 43 min,R,Crime;Drama;Mystery;Thriller
When in Rome, (2010),"$32,680,633","$10,372,743",,1 hr 31 min,PG-13,Comedy;Romance
When the Last Sword Is Drawn, (2002),"$2,487,338","$2,487,338",,2 hr 23 min,,Drama;History
When a Man Comes Home, (2007),"$863,863","$863,863",,1 hr 40 min,,Comedy
Strangers When We Meet, (1960),"$5,307","$5,307",,1 hr 57 min,,Drama;Romance
When Larry Meets Mary, (2016),"$27,863,090","$27,863,090",,,,Comedy;Romance
One More Time, (2015),"$8,317","$8,317",,1 hr 38 min,,Comedy;Drama;Music
When Love Begins..., (2008),"$2,045,900","$2,045,900",,1 hr 45 min,,Drama;Romance
When Marnie Was There, (2014),"$561,085","$34,451,596",,1 hr 43 min,PG,Animation;Drama;Family;Mystery
Ace Ventura: When Nature Calls, (1995),"$108,385,533","$104,000,000",,1 hr 30 min,PG-13,Adventure;Comedy;Crime
When the Lights Went Out, (2012),"$1,181,929","$1,181,929",,1 hr 26 min,,Horror
Before Night Falls, (2000),"$4,242,892","$4,358,161",,2 hr 13 min,R,Biography;Drama;Romance
When Night Is Falling, (1995),"$919,671",,,1 hr 34 min,R,Drama;Romance
When Romance Meets Destiny, (2005),"$14,049,623","$14,049,623",,1 hr 44 min,,Comedy;Romance
When Spring Comes, (2022),"$188,617","$188,617",,1 hr 42 min,,
When She Jumped, (2007),"$6,541","$6,541",,1 hr 37 min,,Drama
The Story of Boys & Girls, (1989),"$741,221",,,1 hr 32 min,,Comedy;Drama;Romance
When the Cat's Away, (1996),"$1,474,628",,,1 hr 31 min,R,Comedy;Romance
When Day Breaks, (2012),"$39,302","$39,302",,1 hr 35 min,,Drama
Bringing Out the Dead, (1999),"$16,797,191",,"$55,000,000",2 hr 1 min,R,Drama;Thriller
When the Trees Fall, (2018),"$14,318","$14,318",,1 hr 28 min,,Drama
When the Game Stands Tall, (2014),"$30,127,963","$10,791","$15,000,000",1 hr 55 min,PG,Biography;Drama;Family;Sport
Legend of the Fist: The Return of Chen Zhen, (2010),"$50,433","$27,340,245",,1 hr 46 min,R,Action;Drama;History
When the Night, (2011),"$661,427","$661,427",,1 hr 54 min,,Drama
When the Wind Blows, (1986),"$5,274",,,1 hr 24 min,,Animation;Drama;War
When the Whales Came, (1989),"$73,131",,,1 hr 40 min,,Drama
The Woman in Black, (2012),"$54,333,290","$74,622,608",,1 hr 35 min,PG-13,Drama;Fantasy;Horror;Thriller
When Time Ran Out..., (1980),"$3,763,988",,"$20,000,000",2 hr 1 min,,Action;Adventure;Drama;Thriller
Kal Ho Naa Ho, (2003),"$1,991,922","$11,222,598",,3 hr 6 min,,Comedy;Drama;Musical;Romance
Chu lian wei man, (2013),"$200,000","$200,000",,1 hr 45 min,,Drama;Romance
When We Leave, (2010),"$19,631","$1,318,501",,1 hr 59 min,,Drama
When We Were Kings, (1996),"$2,789,985",,,1 hr 28 min,PG,Documentary;Sport
We Were Young, (2015),"$1,102,453","$1,102,453",,1 hr 26 min,,Comedy;Drama
The Wonders, (2014),"$73,378","$2,762,656",,1 hr 50 min,,Drama
When Will I Be Loved, (2004),"$159,429",,,1 hr 21 min,R,Drama;Thriller
When Two Worlds Collide, (2016),"$12,080",,,1 hr 43 min,,Documentary
Did You Hear About the Morgans?, (2009),"$29,580,087","$55,700,163","$58,000,000",1 hr 43 min,PG-13,Comedy;Drama;Romance
When You No Longer Love Me, (2018),"$51,703","$51,703",,1 hr 41 min,,Crime;Drama;Mystery;Thriller
Things to Do in Denver When You're Dead, (1995),"$529,766",,,1 hr 55 min,R,Crime;Drama;Thriller
When You're Strange, (2009),"$246,078","$948,104",,1 hr 26 min,R,Documentary;Music
Three Robbers and a Lion, (2022),"$4,062,582","$4,062,582",,1 hr 18 min,,Animation;Family;Musical
All I Wish, (2017),"$197,734","$197,734",,1 hr 34 min,,Comedy;Drama;Romance
Where Angels Fear to Tread, (1991),"$1,403,033",,,1 hr 56 min,PG,Drama;Romance
My Children Are Different, (2003),"$183,006","$183,006",,1 hr 26 min,,Drama
Where the Boys Are, (1960),,,,1 hr 39 min,,Comedy;Drama;Romance
"Quo Vadis, Aida?", (2020),"$813,253","$813,253",,1 hr 41 min,,Drama;History;War
Where the Legend Lives, (2008),"$8,519,868","$8,519,868",,1 hr 58 min,,Drama
Where Do We Go from Here?, (2015),"$7,229","$7,229",,1 hr 22 min,,Comedy;Romance
Where Do We Go Now?, (2011),"$531,997","$6,975,011",,1 hr 50 min,PG-13,Comedy;Drama
Where Eagles Dare, (1968),"$7,100,000",$435,,2 hr 38 min,M,Action;Adventure;War
East Is East, (1999),"$4,177,818",,,1 hr 36 min,,Comedy;Drama
Where Architects Live, (2014),"$11,820","$11,820",,1 hr 18 min,,Documentary
Where God Left His Shoes, (2007),"$3,911",,,1 hr 36 min,,Drama
Where Got Ghost?, (2009),"$3,374,330","$3,374,330",,1 hr 42 min,,Comedy;Horror
Here Are the Young Men, (2020),"$19,242","$19,242",,1 hr 36 min,,Drama
Where Hope Grows, (2014),"$1,156,000","$3,072",,1 hr 35 min,PG-13,Drama;Family
Where in the World Is Osama Bin Laden?, (2008),"$384,955","$296,770",,1 hr 30 min,PG-13,Comedy;Documentary;War
Wo ist Fred?, (2006),"$6,942,312","$6,942,312",,1 hr 47 min,,Comedy;Romance;Sport
Where Is Madame Catherine?, (2003),"$42,888","$42,888",,2 hr 10 min,,Comedy;Drama
Where Is Kyra?, (2017),"$59,717","$15,104",,1 hr 38 min,R,Drama
Where the Heart Is, (2000),"$33,772,838","$7,090,880","$15,000,000",2 hr,PG-13,Comedy;Drama;Romance
Where Is the Friend's House?, (1987),"$14,413","$14,413",,1 hr 23 min,,Drama;Family
Where Is Winky's Horse?, (2007),"$3,922,485","$3,922,485",,1 hr 30 min,,Family
Where Is This Street? Or with No Before or After, (2022),"$3,752","$3,752",,1 hr 28 min,,Comedy;Documentary;Musical
Where Would You Like to Go?, (2023),"$29,619","$29,619",,1 hr 44 min,,Drama
I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023), (2023),"$28,933,626","$28,933,626",,,,
Sleeping Dogs Lie, (2006),"$15,745","$622,882",,1 hr 27 min,R,Comedy;Drama;Romance
Where Soldiers Come From, (2011),"$39,201",,,1 hr 32 min,,Documentary
Where the Boys Are, (1984),"$10,530,000",,,1 hr 34 min,,Comedy
Where the Buffalo Roam, (1980),"$6,659,377",,,1 hr 39 min,,Biography;Comedy
Let the Bullets Fly, (2010),"$63,012","$104,668,438",,2 hr 12 min,,Action;Comedy;Drama;Western
Where the Crawdads Sing, (2022),"$90,230,760","$54,123,205",,2 hr 5 min,PG-13,Drama;Mystery;Romance;Thriller
Where the Day Takes You, (1992),"$390,152",,,1 hr 45 min,R,Crime;Drama;Thriller
"Where the Devil Can't Go, He Sends a Woman", (2022),"$271,564","$271,564",,1 hr 46 min,,Comedy;Drama
Where the Lilies Bloom, (1974),,,,1 hr 38 min,,Drama;Family;Romance
Where the Money Is, (2000),"$5,661,798","$1,788,616","$28,000,000",1 hr 29 min,PG-13,Comedy;Crime;Drama
Where the Rivers Flow North, (1993),"$595,505",,,1 hr 46 min,PG-13,Drama
"Sister, What Grows Where Land Is Sick?", (2022),"$26,472","$26,472",,1 hr 20 min,,Drama
Where the River Runs Black, (1986),"$676,166",,,1 hr 40 min,,Adventure
Blue Hawaii, (1961),$77,,,1 hr 42 min,,Comedy;Musical
Where the Truth Lies, (2005),"$872,142","$2,615,536","$25,000,000",1 hr 47 min,R,Crime;Mystery;Thriller
Ferrari 312B: Where the Revolution Begins, (2017),"$5,349","$5,349",,1 hr 25 min,,Documentary;History;Sport
Where Life Begins, (2022),"$119,149","$119,149",,1 hr 39 min,,Drama
The Pod Generation, (2023),"$31,569","$26,740",,1 hr 50 min,PG-13,Comedy;Romance;Sci-Fi
Where to Invade Next, (2015),"$3,827,261","$837,495",,2 hr,R,Comedy;Documentary
Where's Firuze?, (2004),"$4,904,496","$4,904,496",,2 hr 8 min,,Comedy;Music
I Don't Know How She Does It, (2011),"$9,662,284","$21,747,867","$24,000,000",1 hr 29 min,PG-13,Comedy;Romance
Wherever You Go, (2023),"$7,862","$7,862",,,,Action;Comedy;Drama;War
Glen or Glenda, (1953),"$10,158",,,1 hr 5 min,,Drama;Horror
Spider-Man: No Way Home, (2021),"$814,866,759","$1,137,831,590",,2 hr 28 min,PG-13,Action;Adventure;Fantasy;Sci-Fi
Cliffs of Freedom, (2019),"$72,476","$228,366",,2 hr 17 min,R,Drama
The Skin I Live In, (2011),"$3,185,812","$30,530,577",,2 hr,R,Drama;Mystery;Thriller
While the City Sleeps, (1956),"$7,652","$7,652",,1 hr 40 min,,Crime;Drama;Film-Noir;Thriller
The Fire That Took Her, (2022),,,,1 hr 34 min,,Crime;Documentary
The Belly of the Whale, (2018),"$9,613","$9,613",,1 hr 23 min,,Crime;Drama
Son of the White Mare, (1981),$9,,,1 hr 26 min,,Adventure;Animation;Fantasy
A Whole Life, (2023),"$1,408,855","$1,408,855",,1 hr 55 min,,Drama
While We're Young, (2014),"$7,587,485","$10,530,354",,1 hr 37 min,R,Comedy;Drama;Mystery
While You Were Sleeping, (1995),"$81,057,016","$101,000,000","$17,000,000",1 hr 43 min,PG,Comedy;Drama;Romance
Whip It, (2009),"$13,043,363","$3,647,940","$15,000,000",1 hr 51 min,PG-13,Drama;Sport
Whipped, (2000),"$4,159,986","$615,023","$3,000,000",1 hr 22 min,R,Comedy;Romance
Love's Whirlpool, (2014),"$37,622","$37,622",,2 hr 3 min,,Drama;Romance
Whirlwind, (2024),"$408,743","$408,743",,2 hr 2 min,,Thriller
Apaches, (2023),"$356,730","$356,730",,1 hr 33 min,,Action;Drama;History;Thriller
Whiskey Tango Foxtrot, (2016),"$23,083,334","$1,888,805","$35,000,000",1 hr 52 min,R,Biography;Comedy;Drama;War
Whisky Galore!, (1949),"$11,444","$11,444",,1 hr 22 min,,Comedy;Crime
Whisky Romeo Zulu, (2004),"$596,167","$596,167",,1 hr 45 min,,Drama;Thriller
No Way Out, (2022),,,,1 hr 29 min,,Action;Crime;Thriller
Whisper of the Heart, (1995),"$498,156","$3,921,244",,1 hr 51 min,,Animation;Drama;Family;Romance
Whispering Corridors: The Humming, (2020),"$866,529","$866,529",,1 hr 48 min,,Horror;Mystery
Whispers and Moans, (2007),"$86,463","$86,463",,1 hr 36 min,,Drama
Whispers in the Dark, (1992),"$11,124,511",,,1 hr 43 min,R,Drama;Mystery;Thriller
"If I Want to Whistle, I Whistle", (2010),"$12,135","$268,757",,1 hr 34 min,,Drama
You Have to Come and See It, (2022),"$66,586","$66,586",,1 hr 4 min,,Comedy;Drama
Mark Felt: The Man Who Brought Down the White House, (2017),"$768,946","$3,603,184",,1 hr 43 min,PG-13,Biography;Drama;History;Thriller
Fried Green Tomatoes, (1991),"$82,418,501","$37,000,000",,2 hr 10 min,,Drama
Lost in Wrestling, (2014),"$220,000","$220,000",,1 hr 38 min,,Action;Drama;Romance;Sport
The White Angel, (2007),"$12,525,709","$12,525,709",,1 hr 55 min,,Drama
White as Snow, (2019),"$7,881","$294,710",,1 hr 52 min,,Comedy;Drama;Romance
White Banners, (1938),,,,1 hr 32 min,,Drama
White Bird, (2023),"$5,069,171","$3,479,919",,2 hr 1 min,PG-13,Biography;Drama;Family;War
White Bird in a Blizzard, (2014),"$33,821","$435,880",,1 hr 31 min,R,Drama;Mystery;Thriller
White Man with Black Bread, (2007),"$15,171","$15,171",,1 hr 13 min,,Documentary
White Boy Rick, (2018),"$24,011,188","$1,946,294","$29,000,000",1 hr 51 min,R,Crime;Drama
Sydney White, (2007),"$11,892,415","$1,727,660",,1 hr 48 min,PG-13,Comedy;Drama;Romance
White Christmas, (1954),"$928,298","$179,981",,2 hr,,Comedy;Musical;Romance
Cold Case Hammarskjöld, (2019),"$104,965",,,2 hr 8 min,,Documentary;History
Dear White People, (2014),"$4,404,154","$229,807",,1 hr 48 min,R,Comedy;Drama;Romance
White Dog, (1982),"$46,509",,,1 hr 30 min,,Drama;Horror
White Elephant, (2022),"$49,477","$49,477",,1 hr 32 min,,Action;Thriller
White Fang, (1991),"$34,793,160",,"$14,000,000",1 hr 47 min,,Adventure;Drama;Family
White Fang 2: Myth of the White Wolf, (1994),"$8,878,839",,,1 hr 46 min,PG,Adventure;Family
White Feather, (1955),,,,1 hr 42 min,,Drama;History;Western
White Girl, (2016),"$200,242",,,1 hr 28 min,,Crime;Drama
White Heat, (1949),"$5,534","$5,534",,1 hr 54 min,,Action;Crime;Drama;Film-Noir
White Mane, (1953),"$34,570","$918,471",,40 min,,Adventure;Drama;Family;Short
White Hunter Black Heart, (1990),"$2,319,124",,,1 hr 52 min,,Adventure;Drama
White House Down, (2013),"$73,103,784","$132,262,953","$150,000,000",2 hr 11 min,PG-13,Action;Drama;Thriller
"White King, Red Rubber, Black Death", (2003),"$6,458",,,1 hr 24 min,,Documentary;History
Lady in White, (1988),"$1,705,139",,,1 hr 53 min,PG-13,Fantasy;Horror;Mystery;Thriller
White Lies, (2013),"$2,760","$454,586",,1 hr 39 min,,Drama
White Noise 2: The Light, (2007),"$8,526,917","$8,526,917",,1 hr 39 min,PG-13,Drama;Fantasy;Horror;Thriller
White Irish Drinkers, (2010),"$31,056",,,1 hr 49 min,R,Drama
The Train: Some Lines Should Never Be Crossed..., (2007),"$1,244,710","$1,244,710",,2 hr 14 min,,Crime;Drama;Thriller
White Lion, (2010),"$99,635","$99,635",,1 hr 28 min,PG,Drama;Family
Love Is Eternal While It Lasts, (2004),"$9,035,609","$9,035,609",,1 hr 48 min,,Comedy;Romance
White Man's Burden, (1995),"$3,734,870",,"$7,000,000",1 hr 29 min,R,Drama;Thriller
White Men Can't Jump, (1992),"$76,253,806","$14,500,000",,1 hr 55 min,R,Comedy;Sport
Milk White, (2004),"$8,408,063","$8,408,063",,1 hr 53 min,,Drama
White Mischief, (1987),"$3,107,551",,"$5,300,000",1 hr 47 min,,Crime;Drama;Mystery;Romance;Thriller
White Night, (2009),"$6,171,057","$6,171,057",,2 hr 15 min,,Mystery;Romance;Thriller
White Night Wedding, (2008),"$878,157","$878,157",,1 hr 36 min,,Comedy;Drama
White Nights, (1985),"$42,160,849",,,2 hr 16 min,,Drama;Music
Eye of the Needle, (1981),"$17,583,634",,,1 hr 52 min,,Romance;Thriller;War
White on Rice, (2009),"$69,171",,,1 hr 23 min,PG-13,Comedy
White Palace, (1990),"$17,487,531",,,1 hr 43 min,,Drama;Romance
White Palms, (2006),"$53,812","$53,812",,1 hr 37 min,,Drama;Sport
White Sands, (1992),"$9,011,574",,,1 hr 41 min,R,Action;Crime;Drama;Thriller
Don't Be a Menace to South Central While Drinking Your Juice in the Hood, (1996),"$20,109,115","$840,486",,1 hr 29 min,R,Comedy;Crime
"Frantz Fanon: Black Skin, White Mask", (1995),"$9,025",,,1 hr 10 min,,Biography;Documentary
White Snake, (2019),"$34,730","$62,064,040",,1 hr 39 min,,Action;Adventure;Animation;Fantasy;Romance
White Squall, (1996),"$10,292,300",,,2 hr 9 min,PG-13,Adventure;Drama
White Tiger, (2012),"$3,427,641","$3,427,641",,1 hr 44 min,,Action;Adventure;Fantasy;War
"Mèche Blanche, les aventures du petit castor", (2008),"$360,886","$1,230,634",,1 hr 17 min,,Adventure;Family
White Vengeance, (2011),"$992,195","$992,195",,2 hr 15 min,,Action;Drama;History
White Water Summer, (1987),"$300,859",,,1 hr 30 min,,Adventure;Drama
White Wedding, (2009),"$11,710","$617,455",,1 hr 33 min,PG-13,Comedy;Romance
Thailand's Love, (2016),"$1,318,983","$1,318,983",,1 hr 40 min,,Romance;Thriller
While the Women Are Sleeping, (2016),"$226,400","$226,400",,1 hr 43 min,,Drama;Mystery
White: The Melody of the Curse, (2011),"$5,299,831","$5,299,831",,1 hr 46 min,,Horror;Music;Mystery;Thriller
Whiteout, (2009),"$10,275,638","$7,701,029","$35,000,000",1 hr 41 min,R,Action;Crime;Mystery;Thriller
Whitney Houston: I Wanna Dance with Somebody, (2022),"$23,708,080","$36,098,801",,2 hr 24 min,PG-13,Biography;Drama;Music
Snow White, (2025),,,,,,Adventure;Family;Fantasy;Musical;Romance
Who Am I, (2014),"$7,700,259","$7,700,259",,1 hr 42 min,,Crime;Drama;Mystery;Sci-Fi;Thriller
Strange School Stories: The Child Who Would Not Come, (2020),"$187,589","$187,589",,1 hr,,Horror
The Final Option, (1982),"$2,666,873",,,2 hr 5 min,,Action;Thriller
Usted No Sabe Quien Soy Yo?, (2016),"$1,653,020","$1,653,020",,1 hr 35 min,,Comedy;Family
Jackie & Ryan, (2014),"$19,305","$19,305",,1 hr 30 min,PG-13,Drama;Family;Music;Romance
Who Framed Roger Rabbit, (1988),"$156,452,370","$173,351,588","$70,000,000",1 hr 44 min,,Adventure;Animation;Comedy;Crime;Family;Fantasy;Mystery
Who's Next, (2018),"$214,936","$214,936",,1 hr 30 min,,Drama
There Goes My Baby, (1994),"$123,509",,,1 hr 39 min,R,Comedy;Drama
He Who Chases After the Wind, (1988),"$84,321","$84,321",,,,Drama
Who Is Cletis Tout?, (2001),"$252,706","$27,752",,1 hr 32 min,R,Action;Comedy;Crime
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?, (1971),,,,1 hr 48 min,R,Comedy;Drama
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?), (2010),"$30,975",,,1 hr 56 min,,Biography;Documentary;Music
A Man Who Is Obsessed With Donkey, (2019),"$2,754","$2,754",,1 hr 42 min,,Comedy
Is the Man Who Is Tall Happy?, (2013),"$137,042",,,1 hr 28 min,,Animation;Biography;Documentary
The Man Who Killed Don Quixote, (2018),"$391,963","$2,041,494",,2 hr 12 min,,Adventure;Comedy;Drama;Fantasy
Who Killed Nancy?, (2009),"$2,294","$2,294",,1 hr 40 min,,Documentary;Music;Mystery
The Man Who Killed Hitler and Then the Bigfoot, (2018),"$3,822","$3,822",,1 hr 38 min,,Adventure;Drama;Sci-Fi;War
Nobody Else But You, (2011),"$43,040","$107,133",,1 hr 42 min,,Comedy;Crime;Mystery
The Man Who Loves, (2008),"$2,381,876","$2,381,876",,1 hr 43 min,,Drama
Who Shot Pat?, (1989),"$2,343",,,1 hr 42 min,R,Comedy
The Man Who Stole Banksy, (2018),"$89,674","$89,674",,1 hr 33 min,,Documentary
Who the #$&% Is Jackson Pollock?, (2006),"$13,710",,,1 hr 14 min,PG-13,Documentary
Wilbur Wants to Kill Himself, (2002),"$235,294","$1,638,188","$4,000,000",1 hr 51 min,R,Comedy;Drama;Romance
Blind Pig Who Wants to Fly, (2008),$344,$344,,1 hr 17 min,,Drama
Who Was That Lady?, (1960),,,,1 hr 55 min,,Comedy;Romance
A Man Who Was Superman, (2008),"$3,877,004","$3,877,004",,1 hr 42 min,,Comedy;Drama
F*** Marry Kill, (2024),,,,1 hr 37 min,R,Comedy;Mystery;Romance;Thriller
Who's Afraid of Virginia Woolf?, (1966),"$28,000,000","$5,068",,2 hr 11 min,,Drama
Daddy's Dyin'... Who's Got the Will?, (1990),"$1,373,728",,,1 hr 35 min,,Comedy
The Black Box, (2005),"$3,116,667","$3,116,667",,1 hr 28 min,,Mystery;Thriller
Who's Harry Crumb?, (1989),"$10,982,364",,,1 hr 34 min,,Comedy;Mystery
Who's That Girl, (1987),"$7,305,209",,,1 hr 32 min,,Comedy;Music;Romance
Who's That Knocking at My Door, (1967),"$16,085","$16,085",,1 hr 30 min,,Drama
Who's the Man?, (1993),"$11,299,730",,,1 hr 25 min,,Comedy;Drama;Mystery;Thriller
The Girl Who Believes in Miracles, (2021),"$3,163,362","$77,996",,1 hr 40 min,PG,Drama;Family
Who's Your Caddy?, (2007),"$5,713,425",,,1 hr 33 min,,Comedy;Sport
Vendeur, (2016),"$350,965","$350,965",,1 hr 29 min,,Comedy;Drama
Los próximos pasados, (2006),"$8,383","$8,383",,1 hr 25 min,,Documentary
The Whole Truth, (2016),"$1,667,849","$1,667,849",,1 hr 33 min,R,Crime;Drama;Mystery;Thriller
