Name,Year,Domestic,Foreign,Budget,Runtime,Rating,Genre
Child's Play 3, (1991),"$14,960,255","$5,600,000",,1 hr 30 min,R,Horror;Thriller
Child's Pose, (2013),"$97,170","$896,956",,1 hr 52 min,,Drama
Childish Games, (2012),"$419,559","$419,559",,1 hr 35 min,,Horror;Thriller
Childless, (2008),"$1,036",,,1 hr 30 min,R,Drama
Little Children, (2006),"$5,463,019","$9,358,639","$26,000,000",2 hr 17 min,R,Drama;Romance
Men at Work, (1990),"$16,247,964",,,1 hr 38 min,,Action;Comedy;Crime
Children of a Lesser God, (1986),"$31,853,080",,,1 hr 59 min,,Drama;Romance
Children of Men, (2006),"$35,552,383","$35,043,081","$76,000,000",1 hr 49 min,R,Drama;Sci-Fi;Thriller
Children of the Dark, (2008),"$32,848","$32,848",,2 hr 18 min,,Crime;Drama;Thriller
A.C.O.D., (2013),"$175,705",,,1 hr 28 min,R,Comedy
Children of Fate: Life and Death in a Sicilian Family, (1993),"$1,738",,,1 hr 25 min,,Documentary
Children of Glory, (2006),"$71,446","$71,446",,2 hr 3 min,,Drama;History;Romance;Sport;War
Children of Heaven, (1997),"$933,933",,,1 hr 29 min,PG,Drama;Family;Sport
Children of Invention, (2009),"$11,183",,,1 hr 28 min,,Drama
Awlad Harim Karim (The Children of Karim's Ladies), (2023),"$72,715","$72,715",,,,Comedy;Romance
Children of Paradise, (1945),"$36,986","$5,795",,3 hr 9 min,,Drama;Romance
Children of the Corn, (1984),"$14,568,989",,,1 hr 32 min,,Horror;Thriller
Children of the Corn II: The Final Sacrifice, (1992),"$6,980,986",,,1 hr 32 min,R,Horror;Thriller
Queen of the Damned, (2002),"$30,336,800","$15,142,310","$35,000,000",1 hr 41 min,R,Drama;Fantasy;Horror
Night of the Living Dead, (1968),"$236,452",$471,,1 hr 36 min,,Horror;Thriller
Children of the Night, (2016),"$42,516","$42,516",,1 hr 25 min,,Drama;Thriller
Children of the Revolution, (1996),"$838,368",,,1 hr 41 min,R,Comedy;Drama;Romance
Children of the Sun, (2019),"$2,747","$2,747",,1 hr 43 min,,Drama;History
Children on Their Birthdays, (2002),,,,1 hr 42 min,PG,Comedy;Drama;Family
Children Underground, (2001),"$12,798",,,1 hr 44 min,,Documentary
Children Who Chase Lost Voices, (2011),"$600,486","$600,486",,1 hr 56 min,,Adventure;Animation;Drama;Family;Fantasy
The Mother and the Whore, (1973),"$40,555","$6,789",,3 hr 37 min,,Drama;Romance
Dickie Roberts: Former Child Star, (2003),"$22,738,671","$1,030,834","$17,000,000",1 hr 38 min,PG-13,Comedy
When Will It Be Again Like It Never Was Before, (2023),"$4,282,908","$4,282,908",,1 hr 56 min,,Comedy;Drama
Chile puede, (2008),"$365,966","$365,966",,1 hr 25 min,,Comedy;Sci-Fi
The Big Chill, (1983),"$56,399,659",$76,,1 hr 45 min,,Comedy;Drama
Chill Factor, (1999),"$11,263,966","$524,710","$70,000,000",1 hr 42 min,R,Action;Adventure;Comedy;Drama;Thriller
Chill Out!, (2003),"$1,152,634","$1,152,634",,1 hr 38 min,,Comedy;Drama
Children's Party, (2011),"$6,330","$825,820",,2 hr 15 min,,Comedy;Drama;Family
Steve McQueen: The Man & Le Mans, (2015),"$6,843","$34,360",,1 hr 42 min,,Documentary
La Chimera, (2023),"$1,004,503","$4,228,194",,2 hr 10 min,,Adventure;Comedy;Fantasy;Romance
Chimpanzee, (2011),"$28,972,764","$5,851,000",,1 hr 18 min,G,Documentary;Family
Mulan, (1998),"$120,620,254","$183,700,000",,1 hr 27 min,,Adventure;Animation;Comedy;Family;Fantasy;Musical;War
Crimes of Passion, (1984),"$2,912,945",,,1 hr 47 min,,Drama;Romance;Thriller
China Cry: A True Story, (1990),"$4,212,828",,,1 hr 41 min,,Biography;Drama;History;Romance;Thriller;War
China Doll, (1958),,,,1 hr 39 min,,Drama;Romance;War
China Heavyweight, (2012),"$10,550",,,1 hr 34 min,,Documentary;Sport
China Is Near, (1967),$91,$91,,1 hr 47 min,,Drama
China Moon, (1994),"$3,038,499",,,1 hr 39 min,R,Crime;Drama;Mystery;Romance;Thriller
Old Men in New Cars, (2002),"$144,192","$144,192",,1 hr 35 min,,Action;Comedy;Crime
China Strike Force, (2000),"$145,969","$145,969",,1 hr 43 min,,Action;Crime
36 China Town, (2006),"$581,202","$581,202",,2 hr 20 min,,Comedy;Mystery;Thriller
China: The Panda Adventure, (2001),"$3,921,642","$2,863,343",,48 min,,Drama
Wild Wild West, (1999),"$113,804,681","$108,300,000","$170,000,000",1 hr 46 min,PG-13,Action;Comedy;Sci-Fi;Western
In the Mouth of Madness, (1994),"$8,924,549",,"$8,000,000",1 hr 35 min,R,Drama;Fantasy;Horror;Mystery;Thriller
Chinatown, (1974),"$29,200,000","$28,149",,2 hr 10 min,,Drama;Mystery;Thriller
After the Dark, (2013),"$1,770,376","$1,770,376",,1 hr 47 min,R,Drama;Fantasy;Mystery;Sci-Fi
Chinese Box, (1997),"$2,178,160",,,1 hr 39 min,R,Drama;Romance
Chinese Doctors, (2021),"$197,143,218","$197,143,218",,2 hr 9 min,,Drama
Midnight Express, (1978),"$35,000,000",,"$2,300,000",2 hr 1 min,,Biography;Crime;Drama;Thriller
A Chinese Odyssey: Part Three, (2016),"$53,306,108","$53,306,108",,1 hr 33 min,,Action;Adventure;Comedy;Drama;Fantasy
Chinese Puzzle, (2013),"$338,523","$16,629,774",,1 hr 57 min,R,Comedy;Drama;Romance
Chinese Roulette, (1976),"$8,144",,,1 hr 26 min,Not Rated,Drama;Thriller
Chinese Zodiac, (2012),"$171,339,013","$171,339,013",,2 hr 2 min,PG-13,Action;Adventure;Comedy;Crime
Moskovskiy zhigolo, (2008),"$209,104","$209,104",,1 hr 37 min,,Drama
Lady Vengeance, (2005),"$211,667","$23,622,482",,1 hr 55 min,R,Crime;Drama;Thriller
Chithha, (2023),"$7,664","$7,664",,2 hr 20 min,,Drama;Thriller
Umi no chinmoku, (2024),"$451,363","$451,363",,1 hr 58 min,,Drama
Rounders, (1998),"$22,912,409",,,2 hr 1 min,R,Crime;Drama
Clinton Road, (2019),"$50,400",,,1 hr 17 min,,Horror;Mystery
Chipollino, (1973),"$15,097","$15,097",,1 hr 25 min,,Family
Chicago, (2002),"$170,687,518","$136,089,848","$45,000,000",1 hr 53 min,PG-13,Comedy;Crime;Musical
Kikujiro, (1999),"$200,920","$80,350",,2 hr 2 min,PG-13,Comedy;Drama
Chisum, (1970),,,,1 hr 51 min,,Biography;Drama;Western
Big Trouble in Little China, (1986),"$11,100,000",$577,,1 hr 39 min,,Action;Adventure;Comedy;Fantasy
Death on the Nile, (2022),"$45,630,104","$91,677,131",,2 hr 7 min,PG-13,Crime;Drama;Mystery
The Hitcher, (1986),"$5,844,868",,,1 hr 37 min,,Mystery;Thriller
Nitram, (2021),"$418,828","$418,828",,1 hr 52 min,,Crime;Drama;Thriller
Vichitram, (2022),"$2,106","$2,106",,2 hr 18 min,,Drama;Horror;Thriller
Chittagong: The Last Stopover, (2000),"$2,876","$2,876",,1 hr 22 min,,Drama;Romance
Chitty Chitty Bang Bang, (1968),"$7,500,000",$564,,2 hr 24 min,,Adventure;Family;Fantasy;Musical
Chloe, (2009),"$3,075,255","$10,582,394","$14,000,000",1 hr 36 min,R,Drama;Mystery;Thriller
"Chlorox, Ammonium and Coffee", (2004),"$215,383","$215,383",,1 hr 46 min,,Comedy;Drama
Kamen Rider Den-O: I'm Born!, (2007),"$11,276,171","$11,276,171",,1 hr 9 min,,Action;Adventure;Comedy;Fantasy
White Chicks, (2004),"$70,831,760","$42,269,113","$37,000,000",1 hr 49 min,PG-13,Comedy;Crime
Monster's Ball, (2001),"$31,273,922","$13,737,512","$4,000,000",1 hr 51 min,R,Drama;Romance
Chocolate: Deep Dark Secrets, (2005),"$49,000",,,2 hr 40 min,,Crime;Drama;Mystery;Thriller
"The Beans of Egypt, Maine", (1994),"$73,956",,,1 hr 39 min,R,Drama
Whisper of the Heart, (1995),"$498,156","$3,921,244",,1 hr 51 min,,Animation;Drama;Family;Romance
Choke, (2008),"$2,926,565","$1,055,894",,1 hr 32 min,R,Comedy;Drama
Choker Bali: A Passion Play, (2003),"$146,732","$146,732",,2 hr 47 min,,Drama
Choking Hazard, (2004),"$26,888","$26,888",,1 hr 21 min,,Comedy;Horror
Choking Man, (2006),"$5,474","$9,158",,1 hr 25 min,,Drama
Interlude in Prague, (2017),"$14,699","$14,699",,1 hr 43 min,,Drama;History;Music;Romance
Chongqing Hot Pot, (2016),"$779,818","$57,326,609",,1 hr 34 min,,Comedy;Crime;Thriller
Choo-choo-2, (2001),"$30,664","$30,664",,27 min,,Adventure;Animation;Musical;Short
Chonda Pierce: Enough, (2017),"$1,260,116",,,1 hr 30 min,,Documentary
Choose Me, (1984),"$2,490,233",,,1 hr 46 min,,Comedy;Drama;Romance
A Good Husband, (2009),"$2,637,844","$2,637,844",,2 hr 8 min,,Drama
Chop Shop, (2007),"$125,045","$97,731",,1 hr 24 min,,Drama
Chop Suey, (2001),"$179,914","$3,616",,1 hr 38 min,,Biography;Documentary
Chopper, (2000),"$236,185","$73,184",,1 hr 34 min,,Biography;Crime;Drama
Chor Dil, (2024),"$2,614","$2,614",,2 hr 15 min,,Crime
Chor Machaaye Shor, (2002),"$1,700,361","$1,700,361",,2 hr 25 min,,Action;Comedy
The Price of Fame, (2014),"$175,844","$175,844",,1 hr 50 min,,Comedy;Drama
Mera Naam Shaji, (2019),"$72,768","$72,768",,2 hr 14 min,,Comedy;Romance
The Chorus, (2004),"$3,635,164","$84,750,780",,1 hr 37 min,PG-13,Drama;Music
Magic Magic 3D, (2003),"$1,317,828","$1,317,828",,1 hr 39 min,,Fantasy
Shen xiao chuan qi, (2007),"$269,562","$269,562",,,,
Chouchou, (2003),"$22,288,364","$22,288,364",,1 hr 45 min,,Comedy
The Last Picture Show, (1971),"$29,133,000","$13,131",,1 hr 58 min,R,Drama;Romance
Choyleefut: Speed of Light, (2011),"$457,120","$457,120",,1 hr 33 min,PG-13,Action;Comedy;Drama
The Pursuit of Happyness, (2006),"$163,566,459","$143,561,166","$55,000,000",1 hr 57 min,PG-13,Biography;Drama
Chris Brown: Welcome To My Life, (2017),"$693,984",,,1 hr 20 min,,Documentary
Being Frank: The Chris Sievey Story, (2018),"$70,301","$70,301",,1 hr 45 min,,Documentary;Music
Kill the Messenger, (2014),"$2,450,846","$2,768,127",,1 hr 52 min,R,Biography;Crime;Drama;Mystery;Thriller
A Gentle Breeze in the Village, (2007),"$63,193","$63,193",,2 hr 1 min,,Drama
Christ Stopped at Eboli, (1979),"$78,736",,,2 hr 30 min,,Drama
Christian, (2007),$632,$632,,1 hr 39 min,,Drama
Christian Brothers, (2011),"$6,775","$6,775",,,,Action;Drama;Thriller
All I Want for Christmas 2, (2020),"$56,775","$56,775",,1 hr 32 min,,Adventure;Drama;Family;Fantasy
Queen Christina, (1933),,,,1 hr 39 min,,Biography;Drama;History;Romance
Christine, (1983),"$21,017,849","$24,665",,1 hr 50 min,,Horror;Thriller
Christmas at Maxwell's, (2006),"$12,781",,"$3,000,000",1 hr 34 min,PG,Drama
Christmas Carol: The Movie, (2001),"$266,475","$266,475",,1 hr 21 min,PG,Animation;Family;Fantasy
Do Over, (2006),"$32,850","$32,850",,1 hr 53 min,,Drama;Fantasy
Christmas Eve, (2015),"$91,302","$73,537",,1 hr 35 min,PG,Comedy
Every Day, (2018),"$6,102,076","$4,319,771","$4,900,000",1 hr 37 min,PG-13,Drama;Fantasy;Romance
Christmas in August, (1998),"$175,673","$175,673",,1 hr 37 min,,Drama;Romance
Natale a Beverly Hills, (2009),"$29,976,481","$29,976,481",,1 hr 50 min,,Comedy
Christmas in Connecticut, (1945),,,,1 hr 41 min,,Comedy;Romance
Christmas in July, (1940),,,,1 hr 7 min,,Comedy;Drama;Romance
Cabal in Kabul, (2006),"$2,631","$2,631",,1 hr 27 min,,Documentary
Christmas in Love, (2004),"$22,668,087","$22,668,087",,1 hr 58 min,,Comedy;Romance
Christmas in South Africa, (2010),"$25,362,517","$25,362,517",,1 hr 45 min,,Comedy
Christmas in the Clouds, (2001),"$279,225",,"$3,000,000",1 hr 36 min,PG,Comedy;Family;Romance
Christmas in Wonderland, (2006),$689,"$693,820",,1 hr 35 min,PG,Comedy;Crime;Family;Mystery;Thriller
Mimi & Líza: Christmas Lights Mystery, (2018),"$28,049","$28,049",,,,
Queens of the Field, (2019),"$2,476,539","$2,476,539",,1 hr 35 min,,Comedy;Drama
One Magic Christmas, (1985),"$13,677,222",,,1 hr 29 min,,Family;Fantasy
Settlers, (2021),"$29,183","$10,723",,1 hr 43 min,,Drama;Sci-Fi;Thriller
Christmas on the Nile, (2002),"$29,320,869","$29,320,869",,1 hr 40 min,,Comedy
A Christmas Story, (1983),"$20,778,141","$13,508",,1 hr 33 min,,Comedy;Family
The Christmas Tango, (2011),"$1,927,222","$1,927,222",,1 hr 42 min,,Drama;Romance
Christmas Tree Upside Down, (2006),"$1,945","$1,945",,2 hr 7 min,,Drama
Step Up 2: The Streets, (2008),"$58,017,783","$92,970,599",,1 hr 38 min,PG-13,Drama;Music;Romance
Under Fire, (1983),"$5,696,391",,,2 hr 8 min,,Drama;War
The Man Who Invented Christmas, (2017),"$5,676,486","$2,450,584",,1 hr 44 min,PG,Biography;Comedy;Drama
Christmas with the Chosen: The Messengers, (2021),"$13,728,000",,,2 hr 3 min,,Music
1492: Conquest of Paradise, (1992),"$7,191,399",,"$47,000,000",2 hr 34 min,PG-13,Adventure;Biography;Drama;History
Christopher Columbus: The Discovery, (1992),"$8,251,071",,"$40,000,000",2 hr,PG-13,Adventure;Biography;Drama;History
Christopher Robin, (2018),"$99,215,042","$98,529,335","$75,000,000",1 hr 44 min,PG,Adventure;Comedy;Drama;Family;Fantasy;Musical
Christopher Strong, (1933),,,,1 hr 18 min,,Action;Adventure;Drama;Romance
A Change of Seasons, (1980),,,,1 hr 42 min,,Comedy;Drama
Chromophobia, (2005),"$489,046","$489,046",,2 hr 16 min,,Drama
Chronic, (2015),"$9,033","$365,671",,1 hr 33 min,R,Drama
Story of a Love Affair, (1950),$528,$528,,1 hr 38 min,,Crime;Drama;Romance
Chronicle of an Escape, (2006),"$2,370","$761,372",,1 hr 43 min,R,Crime;Thriller
The Daughters of Fire, (2018),"$3,053","$3,053",,1 hr 55 min,,Drama
Zodiac, (2007),"$33,080,084","$51,705,830","$65,000,000",2 hr 37 min,R,Crime;Drama;Mystery;Thriller
Chronicles of the Ghostly Tribe, (2015),"$106,380,000","$106,380,000",,1 hr 58 min,,Action;Adventure;Drama;Fantasy
Notes on a Scandal, (2006),"$17,510,118","$32,304,274",,1 hr 32 min,R,Crime;Drama;Romance;Thriller
Clockstoppers, (2002),"$36,989,956","$1,803,327","$26,000,000",1 hr 34 min,PG,Action;Adventure;Comedy;Sci-Fi;Thriller
Chrysalis, (2007),"$1,189,133","$1,189,133",,1 hr 34 min,,Crime;Drama;Sci-Fi;Thriller
Chrystal, (2004),"$80,858",,,1 hr 46 min,R,Crime;Drama
Shang-Chi and the Legend of the Ten Rings, (2021),"$224,543,292","$207,700,000",,2 hr 12 min,PG-13,Action;Adventure;Fantasy;Sci-Fi
Chuck Chuck Baby, (2023),"$32,021","$32,021",,1 hr 41 min,,Drama
Chuck Berry: Hail! Hail! Rock 'n' Roll, (1987),"$719,323",,,2 hr,,Biography;Documentary;Music
EMI: Liya Hai To Chukana Padega, (2008),"$1,413,423","$1,413,423",,3 hr,,Comedy;Crime;Drama
Chulas Fronteras, (1976),"$5,021",,,58 min,,Documentary;Music
Laaga Chunari Mein Daag, (2007),"$675,102","$8,679,460",,2 hr 2 min,,Drama;Family;Romance
Chung Kuo: China, (1972),"$16,196","$16,196",,2 hr 15 min,,Documentary
Chungking Express, (1994),"$600,200","$2,675,673",,1 hr 42 min,PG-13,Comedy;Crime;Drama;Mystery;Romance
Seong Chun-hyang, (1961),"$798,977",,,2 hr,,Drama;Musical;Romance
Chup Chup Ke, (2006),"$334,618","$3,578,081",,2 hr 44 min,,Comedy;Drama;Romance
Chupke Se, (2003),"$133,956","$133,956",,2 hr 44 min,,Comedy;Musical;Romance
Chorar de Rir, (2019),"$280,527","$280,527",,1 hr 44 min,,Comedy;Drama
Church Ball, (2006),"$464,991",,"$1,000,000",1 hr 31 min,PG,Comedy;Sport
Churchill, (2017),"$1,281,258","$5,443,107",,1 hr 45 min,PG,Biography;Drama;History;War
"The Dog, the General, and the Birds", (2003),"$240,852","$240,852",,1 hr 15 min,,Animation
Churchill: The Hollywood Years, (2004),"$529,546","$529,546",,1 hr 24 min,,Comedy;War
Ne chuzhie, (2018),"$10,227","$10,227",,1 hr 18 min,,Drama
Love Actually, (2003),"$60,221,410","$189,550,818","$40,000,000",2 hr 15 min,R,Comedy;Drama;Romance
Ogni volta che te ne vai, (2004),"$91,364","$91,364",,1 hr 35 min,,Comedy;Music;Romance
The Treasure Hunter, (2009),"$1,704,776","$1,704,776",,1 hr 45 min,,Action;Adventure;Fantasy;Romance;Sci-Fi
Ciao, (2008),"$49,494",,,1 hr 27 min,R,Drama;Romance
"Ciao, Professore!", (1992),"$1,113,435",,,1 hr 40 min,R,Comedy
Cicak-Man 2: Planet Hitam, (2008),"$945,835","$945,835",,1 hr 47 min,,Action;Comedy;Sci-Fi
City of God, (2002),"$7,564,459","$23,116,334",,2 hr 10 min,R,Crime;Drama
A Sunday in Kigali, (2006),"$1,609","$1,609",,1 hr 58 min,,Drama;War
Trap.com, (2011),"$14,576,408","$14,576,408",,1 hr 35 min,,Comedy;Romance
Spirit: Stallion of the Cimarron, (2002),"$73,280,117","$49,283,422","$80,000,000",1 hr 23 min,G,Adventure;Animation;Drama;Family;Western
The Five, (2013),"$4,276,330","$4,276,330",,2 hr 3 min,,Action;Crime;Thriller
"Cinco de Mayo, La Batalla", (2013),"$173,472","$2,621,380",,2 hr 5 min,R,Drama;History;War
Five Days One Summer, (1982),"$199,078",,,1 hr 36 min,,Drama
High and Low, (1963),"$46,808","$4,396",,2 hr 23 min,,Crime;Drama;Mystery;Thriller
Lars and the Real Girl, (2007),"$5,972,884","$5,320,779","$12,000,000",1 hr 46 min,PG-13,Comedy;Drama;Romance
Five Minutes of Heaven, (2009),"$15,676","$348,679",,1 hr 29 min,R,Drama;Thriller
Akeelah and the Bee, (2006),"$18,848,430","$99,995","$8,000,000",1 hr 52 min,PG,Drama;Family
Cinderella Liberty, (1973),,,,1 hr 57 min,,Drama;Romance
Cinderella, (2015),"$201,151,353","$341,206,978","$95,000,000",1 hr 45 min,PG,Adventure;Drama;Family;Fantasy;Romance
Cindy La Regia, (2020),"$5,222,322","$5,222,322",,1 hr 49 min,,Comedy
The Crime Is Mine, (2023),"$122,083","$10,353,713",,1 hr 42 min,,Comedy;Crime
Hitler's Hollywood, (2017),"$43,766",,,1 hr 45 min,,Documentary;History
Popcorn, (1991),"$4,205,000",,,1 hr 31 min,R,Comedy;Horror
A Flickering Truth, (2015),"$5,978","$5,978",,1 hr 36 min,,Documentary
Cinemania, (2002),"$11,305",,,1 hr 23 min,,Documentary
Timmy's Cinema Adventure, (2020),"$84,464","$84,464",,,,
Cinnamon, (2012),"$231,738","$231,738",,1 hr 40 min,,Comedy;Drama;Family
First Love, (2006),"$23,378","$23,378",,1 hr 55 min,,Drama
Ashes in the Snow, (2018),"$1,557,172","$1,557,172",,1 hr 38 min,,Drama;History;Romance;War
Kingsman: The Golden Circle, (2017),"$100,234,838","$310,667,824","$104,000,000",2 hr 21 min,R,Action;Adventure;Comedy;Crime;Thriller
The Circle, (2017),"$20,497,844","$20,158,555","$18,000,000",1 hr 50 min,PG-13,Drama;Mystery;Sci-Fi;Thriller
Circle of Friends, (1995),"$23,389,975",,,1 hr 43 min,PG-13,Drama;Romance
Empire of the Sun, (1987),"$22,238,696",,,2 hr 33 min,,Drama;War
When a Man Falls, (2007),"$120,847","$120,847",,1 hr 26 min,R,Drama;Thriller
Short Circuit, (1986),"$40,697,761",,,1 hr 38 min,,Comedy;Family;Sci-Fi
Circumstance, (2011),"$454,121","$101,390","$1,000,000",1 hr 47 min,R,Drama
Circus, (2000),"$14,693",,,1 hr 35 min,R,Crime;Drama;Thriller
The Circus, (1928),"$27,425","$27,425",,1 hr 12 min,,Comedy;Family;Romance
Little Shop of Horrors, (1986),"$39,032,001",$785,,1 hr 34 min,PG-13,Comedy;Horror;Musical;Romance
Cirque du Soleil: Worlds Away, (2012),"$12,512,862","$21,640,239",,1 hr 31 min,PG,Fantasy
Cirque du Soleil: Journey of Man, (2000),"$15,627,434","$11,912,376",,39 min,,Drama;Family;Fantasy;Musical;Short
Belphegor: Phantom of the Louvre, (2001),"$2,863,896","$2,863,896",,1 hr 37 min,,Fantasy;Horror;Mystery
Viva Las Vegas, (1964),,,,1 hr 25 min,,Comedy;Musical
Citizen Kane, (1941),"$1,627,530","$65,382",,1 hr 59 min,PG,Drama;Mystery
Citizen Dog, (2004),"$100,267","$100,267",,1 hr 40 min,,Comedy;Fantasy;Romance
Citizen Jane: Battle for the City, (2016),"$313,411","$9,713",,1 hr 32 min,,Biography;Documentary;History
Citizen of a Kind, (2024),"$11,976,305","$11,976,305",,1 hr 54 min,,Action;Comedy;Crime;Drama
Citizen Ruth, (1996),"$285,112",,,1 hr 46 min,R,Comedy;Drama
Citizen Soldier, (2016),,,,1 hr 45 min,R,Documentary;War
The Toxic Avenger Part III: The Last Temptation of Toxie, (1989),"$363,561",,,1 hr 42 min,,Action;Comedy;Fantasy;Horror;Sci-Fi
Citizenfour, (2014),"$2,800,870","$979,822",,1 hr 54 min,R,Biography;Documentary
Urban Justice, (2007),"$55,861","$55,861",,1 hr 36 min,R,Action;Crime;Thriller
City by the Sea, (2002),"$22,449,000","$7,227,703","$40,000,000",1 hr 48 min,R,Crime;Drama;Mystery;Thriller
Sin City: A Dame to Kill For, (2014),"$13,757,804","$25,649,812",,1 hr 42 min,R,Action;Crime;Thriller
City Hall, (1996),"$20,340,204",,,1 hr 51 min,R,Crime;Drama;Mystery;Thriller
City Heat, (1984),"$38,348,988",,,1 hr 37 min,,Action;Comedy;Crime
City Hunter, (2018),"$14,702,744","$14,702,744",,1 hr 31 min,,Action;Comedy;Crime
City Island, (2009),"$6,671,036","$1,207,820","$6,000,000",1 hr 44 min,PG-13,Comedy;Drama
City Lights, (1931),"$19,181","$35,973",,1 hr 27 min,G,Comedy;Drama;Romance
Ecumenopolis: City Without Limits, (2011),"$37,070","$37,070",,1 hr 28 min,,Documentary
City of Angels, (1998),"$78,685,114","$120,000,000",,1 hr 54 min,PG-13,Drama;Fantasy;Romance
City of Damnation, (2009),"$7,545,744","$7,545,744",,2 hr 1 min,,Action;Comedy
City of Ember, (2008),"$7,873,007","$10,056,677","$55,000,000",1 hr 30 min,PG,Adventure;Drama;Family;Fantasy;Sci-Fi;Thriller
City of Ghosts, (2017),"$128,015","$100,210",,1 hr 32 min,R,Documentary;War
City of Gold, (2015),"$640,979","$39,639",,1 hr 36 min,R,Biography;Documentary
City of Hope, (1991),"$1,345,015",,"$3,000,000",2 hr 9 min,R,Crime;Drama
City of Industry, (1997),"$1,568,258",,,1 hr 37 min,R,Crime;Drama;Thriller
City of Joy, (1992),"$14,683,921",,,2 hr 12 min,PG-13,Crime;Drama
City of Life, (2009),"$647,666","$647,666",,1 hr 59 min,,Drama;Romance
City of Life and Death, (2009),"$122,558","$10,564,758","$12,000,000",2 hr 12 min,R,Drama;History;War
City of Men, (2007),"$325,131","$2,264,601",,1 hr 46 min,,Crime;Drama
Pirates of the Caribbean: The Curse of the Black Pearl, (2003),"$305,413,918","$348,850,097","$140,000,000",2 hr 23 min,PG-13,Action;Adventure;Fantasy
Shaun of the Dead, (2004),"$14,332,569","$17,174,928",,1 hr 39 min,R,Comedy;Horror
The City of the Sun, (2005),"$95,965","$95,965",,1 hr 35 min,,Comedy;Drama
House of Wax, (2005),"$32,064,800","$36,701,321","$40,000,000",1 hr 53 min,R,Horror;Thriller
City of Women, (1980),"$12,516",,,2 hr 19 min,,Comedy;Drama;Fantasy
City on Fire, (1979),"$784,181",,"$5,300,000",1 hr 46 min,,Action;Drama
Out of the City, (2000),"$402,582","$402,582",,1 hr 44 min,,Comedy;Romance
City Rats, (2009),$932,$932,,1 hr 34 min,,Action;Comedy;Drama;Romance;Thriller
City Slickers, (1991),"$124,033,791","$55,000,000","$27,000,000",1 hr 53 min,,Comedy;Western
City Slickers II: The Legend of Curly's Gold, (1994),"$43,622,150",,,1 hr 56 min,PG-13,Comedy;Western
Thoongaa Vanam, (2015),"$62,398","$62,398",,2 hr 8 min,,Action;Crime;Thriller
City Under Siege, (2010),"$13,851,432","$13,851,432",,1 hr 50 min,,Action;Sci-Fi;Thriller
City Without Baseball, (2008),"$40,468","$40,468",,1 hr 41 min,,Drama;Sport
L.A. Confidential, (1997),"$64,616,940","$61,600,000",,2 hr 18 min,R,Crime;Drama;Mystery;Thriller
Civic Duty, (2006),"$95,953","$12,234",,1 hr 38 min,R,Drama;Thriller
Civil Brand, (2002),"$254,293",,,1 hr 35 min,R,Crime;Drama;Thriller
Civil War, (2024),"$68,603,430","$57,582,527",,1 hr 49 min,R,Action;Adventure;Thriller
The Decline of Western Civilization, (1981),$440,$440,,1 hr 40 min,,Documentary;History;Music
CJ7, (2008),"$207,378","$49,322,535",,1 hr 28 min,PG,Adventure;Comedy;Drama;Family;Fantasy;Sci-Fi
Sergeant Keroro the Super Movie 3: Keroro vs. Keroro Great Sky Duel De Arimasu!, (2008),"$7,106,223","$7,106,223",,1 hr 52 min,,Animation;Comedy;Family;Sci-Fi
Pokémon 3 the Movie: Spell of the Unown, (2000),"$17,052,128","$51,359,147","$16,000,000",1 hr 33 min,G,Action;Adventure;Animation;Comedy;Drama;Family;Fantasy;Sci-Fi
The Midnight Sky, (2020),"$70,018","$70,018",,1 hr 58 min,PG-13,Adventure;Drama;Sci-Fi;Thriller
Impostor, (2001),"$6,285,176","$2,409,144","$30,000,000",1 hr 35 min,PG-13,Drama;Mystery;Sci-Fi;Thriller
Claire's Knee, (1970),"$5,112","$5,112",,1 hr 45 min,,Drama;Romance
Claire Dolan, (1998),"$9,480",,,1 hr 35 min,,Drama
Killers of the Flower Moon, (2023),"$68,026,901","$90,737,111",,3 hr 26 min,R,Crime;Drama;History;Mystery;Romance;Western
Clambake, (1967),,,,1 hr 39 min,,Comedy;Musical
The Clan of the Cave Bear, (1986),"$1,953,732",,,1 hr 38 min,,Adventure;Drama;Fantasy
Night of the Hunted, (2023),"$344,758","$344,758",,1 hr 35 min,,Crime;Drama;Horror;Mystery;Thriller
The Hunting Party, (2007),"$969,869","$6,704,164",,1 hr 41 min,R,Adventure;Comedy;Drama;Thriller;War
Clandestine Childhood, (2011),"$9,017","$1,203,337",,1 hr 52 min,,Drama
Kobe Bryant: A Tribute, (2020),"$1,507","$1,507",,,,Documentary;Sport
Clandestinos, (2007),"$18,575","$18,575",,1 hr 21 min,,Crime;Drama;Romance
Cuando sea joven, (2022),"$588,028","$1,440,049",,2 hr,PG,Comedy
Channa Mereya, (2017),"$33,365","$33,365",,2 hr 12 min,,Romance
Class of 1999, (1990),"$2,459,895",,,1 hr 39 min,,Action;Horror;Sci-Fi
Clara's Heart, (1988),"$5,194,491",,,1 hr 30 min,,Drama
The Book of Clarence, (2023),"$6,132,813","$72,417",,2 hr 9 min,PG-13,Adventure;Comedy;Drama;History
Claret, (2020),"$79,477","$79,477",,2 hr,,Biography
Clash, (2016),"$18,215","$124,906",,1 hr 37 min,,Drama;Thriller;War
Clash by Night, (1952),$62,$62,,1 hr 45 min,,Drama;Film-Noir;Romance
