Name,Year,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
harry potter and the chamber of secrets,2002,261988482.0,29.8,616991152.0,70.2,878979634.0
spider0man,2002,403706375.0,49.1,418002176.0,50.9,821708551.0
star wars: episode ii 0 attack of the clones,2002,302191252.0,46.8,343065200.0,53.2,645256452.0
men in black ii,2002,190418803.0,43.1,251400000.0,56.9,441818803.0
die another day,2002,160942139.0,37.3,271028977.0,62.7,431971116.0
signs,2002,227966634.0,55.8,180281283.0,44.2,408247917.0
ice age,2002,176387405.0,46.0,206869731.0,54.0,383257136.0
my big fat greek wedding,2002,241438208.0,65.5,127305836.0,34.5,368744044.0
minority report,2002,132072926.0,36.9,226300000.0,63.1,358372926.0
catch me if you can,2002,164615351.0,46.8,187498961.0,53.2,352114312.0
chicago,2002,170687518.0,55.6,136089214.0,44.4,306776732.0
austin powers in goldmember,2002,213307889.0,71.8,83630912.0,28.2,296938801.0
xxx,2002,142109382.0,51.2,135339000.0,48.8,277448382.0
scooby0doo,2002,153294164.0,55.6,122356539.0,44.4,275650703.0
lilo & stitch,2002,145794338.0,53.4,127349813.0,46.6,273144151.0
the ring,2002,129128133.0,51.8,120220800.0,48.2,249348933.0
8 mile,2002,116750901.0,48.1,126124177.0,51.9,242875078.0
the bourne identity,2002,121661683.0,56.8,92372541.0,43.2,214034224.0
red dragon,2002,93149898.0,44.5,116046400.0,55.5,209196298.0
two weeks notice,2002,93354851.0,46.9,105688391.0,53.1,199043242.0
panic room,2002,96397334.0,49.1,100000081.0,50.9,196397415.0
the sum of all fears,2002,118907036.0,61.3,75014336.0,38.7,193921372.0
gangs of new york,2002,77812000.0,40.2,115960504.0,59.8,193772504.0
road to perdition,2002,104454762.0,57.7,76546716.0,42.3,181001478.0
sweet home alabama,2002,127223418.0,70.4,53399006.0,29.6,180622424.0
the scorpion king,2002,91047077.0,50.9,87752231.0,49.1,178799308.0
hero,2002,53710019.0,30.3,123685538.0,69.7,177395557.0
the santa clause 2,2002,139236327.0,80.6,33618738.0,19.4,172855065.0
mr. deeds,2002,126293452.0,73.7,44976083.0,26.3,171269535.0
stuart little 2,2002,64956806.0,38.2,105000000.0,61.8,169956806.0
blade ii,2002,82348319.0,53.1,72661713.0,46.9,155010032.0
maid in manhattan,2002,94011225.0,60.7,60895468.0,39.3,154906693.0
about a boy,2002,41385278.0,31.7,89164177.0,68.3,130549455.0
space station 3d,2002,93383953.0,72.7,34979928.0,27.3,128363881.0
the time machine,2002,56832494.0,45.9,66896682.0,54.1,123729176.0
spirit: stallion of the cimarron,2002,73280117.0,59.8,49283422.0,40.2,122563539.0
the pianist,2002,32572577.0,27.1,87500000.0,72.9,120072577.0
spy kids 2: island of lost dreams,2002,85846429.0,71.7,33876929.0,28.3,119723358.0
unfaithful,2002,52775765.0,44.3,66362019.0,55.7,119137784.0
snow dogs,2002,81172560.0,70.6,33862530.0,29.4,115035090.0
we were soldiers,2002,78122718.0,68.1,36538066.0,31.9,114660784.0
insomnia,2002,67355513.0,59.2,46359317.0,40.8,113714830.0
return to never land,2002,48430258.0,44.1,61432424.0,55.9,109862682.0
treasure planet,2002,38176783.0,34.8,71401332.0,65.2,109578115.0
the hours,2002,41675994.0,38.3,67170078.0,61.7,108846072.0
asterix & obelix: mission cleopatra,2002,,,108012365.0,,108012365.0
about schmidt,2002,65016287.0,61.4,40818269.0,38.6,105834556.0
the tuxedo,2002,50547998.0,48.4,53843625.0,51.6,104391623.0
resident evil,2002,40119709.0,39.0,62865153.0,61.0,102984862.0
john q,2002,71756802.0,70.2,30487968.0,29.8,102244770.0
40 days and 40 nights,2002,37950822.0,39.9,57195461.0,60.1,95146283.0
changing lanes,2002,66818548.0,70.4,28117216.0,29.6,94935764.0
28 days later,2002,45064915.0,54.5,37654970.0,45.5,82719885.0
reign of fire,2002,43061982.0,52.4,39088201.0,47.6,82150183.0
the rookie,2002,75600072.0,93.7,5093465.0,6.3,80693537.0
jackass: the movie,2002,64255312.0,80.8,15238519.0,19.2,79493831.0
collateral damage,2002,40077257.0,51.1,38305176.0,48.9,78382433.0
showtime,2002,38082712.0,49.0,39659020.0,51.0,77741732.0
windtalkers,2002,40914068.0,52.7,36714197.0,47.3,77628265.0
barbershop,2002,75782105.0,98.3,1281819.0,1.7,77063924.0
bend it like beckham,2002,32543449.0,42.5,44039884.0,57.5,76583333.0
the count of monte cristo,2002,54234062.0,71.9,21160986.0,28.1,75395048.0
divine secrets of the ya0ya sisterhood,2002,69599016.0,94.3,4240224.0,5.7,73839240.0
e.t. the extra0terrestrial 20th anniversary,2002,35306015.0,51.0,33871736.0,49.0,69177751.0
the sweetest thing,2002,24718164.0,36.0,43978606.0,64.0,68696770.0
ghost ship,2002,30113491.0,44.1,38236393.0,55.9,68349884.0
star trek: nemesis,2002,43254409.0,64.2,24082061.0,35.8,67336470.0
bad company,2002,30160161.0,45.7,35817134.0,54.3,65977295.0
k019: the widowmaker,2002,35168966.0,53.5,30547160.0,46.5,65716126.0
high crimes,2002,41543917.0,65.1,22237893.0,34.9,63781810.0
like mike,2002,51432760.0,82.6,10842020.0,17.4,62274780.0
crossroads,2002,37191304.0,60.8,23949726.0,39.2,61141030.0
the wild thornberrys,2002,40108697.0,66.1,20586040.0,33.9,60694737.0
bowling for columbine,2002,21576018.0,37.2,36432405.0,62.8,58008423.0
drumline,2002,56399184.0,97.9,1189301.0,2.1,57588485.0
murder by numbers,2002,31945749.0,56.3,24768398.0,43.7,56714147.0
frida,2002,25885000.0,46.0,30413474.0,54.0,56298474.0
the mothman prophecies,2002,35746370.0,64.8,19411169.0,35.2,55157539.0
analyze that,2002,32130627.0,58.4,22872508.0,41.6,55003135.0
the hot chick,2002,35081594.0,64.2,19557959.0,35.8,54639553.0
the cat returns,2002,,,53452652.0,,53452680.0
big fat liar,2002,48360547.0,91.3,4609467.0,8.7,52970014.0
dragonfly,2002,30323400.0,58.0,22000000.0,42.0,52323400.0
one hour photo,2002,31597131.0,60.5,20626175.0,39.5,52223306.0
blue crush,2002,40390647.0,77.9,11453032.0,22.1,51843679.0
enough,2002,40007742.0,77.2,11798442.0,22.8,51806184.0
i spy,2002,33561137.0,65.3,17825340.0,34.7,51386477.0
talk to her 2002 re0release,2002,9285469.0,18.2,41716081.0,81.8,51001550.0
a walk to remember,2002,41281092.0,86.9,6213824.0,13.1,47494916.0
eight legged freaks,2002,17322606.0,37.8,28544727.0,62.2,45867333.0
queen of the damned,2002,30336800.0,66.7,15142310.0,33.3,45479110.0
the transporter,2002,25296447.0,57.6,18632485.0,42.4,43928932.0
the master of disguise,2002,40388794.0,93.0,3022207.0,7.0,43411001.0
orange county,2002,41076018.0,94.8,2248991.0,5.2,43325009.0
8 women,2002,3098776.0,7.3,39327807.0,92.7,42426583.0
undercover brother,2002,39089928.0,94.0,2514545.0,6.0,41604473.0
pinocchio,2002,3675719.0,8.9,37638866.0,91.1,41314585.0
clockstoppers,2002,36989956.0,95.4,1803327.0,4.6,38793283.0
van wilder,2002,21305259.0,55.7,16970224.0,44.3,38275483.0
the banger sisters,2002,30307416.0,79.6,7760937.0,20.4,38068353.0
halloween: resurrection,2002,30354442.0,80.6,7310413.0,19.4,37664855.0
swimfan,2002,28564995.0,83.0,5846245.0,17.0,34411240.0
darkness,2002,22163442.0,65.2,11825294.0,34.8,33988736.0
friday after next,2002,33253609.0,99.2,273226.0,0.8,33526835.0
the crocodile hunter: collision course,2002,28442574.0,86.0,4639974.0,14.0,33082548.0
confessions of a dangerous mind,2002,16007718.0,48.5,17006087.0,51.5,33013805.0
adaptation.,2002,22498520.0,68.6,10302653.0,31.4,32801173.0
hart's war,2002,19077641.0,59.1,13209403.0,40.9,32287044.0
blood work,2002,26235081.0,82.5,5559637.0,17.5,31794718.0
the new guy,2002,29760152.0,95.5,1407236.0,4.5,31167388.0
city of god,2002,7564459.0,24.7,23077311.0,75.3,30641770.0
solaris,2002,14973382.0,49.9,15029376.0,50.1,30002758.0
the four feathers,2002,18306166.0,61.3,11576479.0,38.7,29882645.0
city by the sea,2002,22449000.0,76.3,6965087.0,23.7,29414087.0
christmas on the nile,2002,,,29320869.0,,29320869.0
far from heaven,2002,15901849.0,54.8,13126065.0,45.2,29027914.0
family honor,2002,,,28903789.0,,28903789.0
brown sugar,2002,27363891.0,96.6,952560.0,3.4,28316451.0
the spanish apartment,2002,1067438.0,3.8,27126311.0,96.2,28193749.0
pokemon 4ever: celebi 0 voice of the forest,2002,1727447.0,6.2,26296116.0,93.8,28023563.0
the quiet american,2002,12988801.0,46.9,14685323.0,53.1,27674124.0
the crime of padre amaro,2002,5717044.0,21.2,21279694.0,78.8,26996738.0
all about the benjamins,2002,25916319.0,98.5,390214.0,1.5,26306533.0
rollerball,2002,18990798.0,73.5,6861966.0,26.5,25852764.0
jonah: a veggietales movie,2002,25581229.0,99.9,34002.0,0.1,25615231.0
the way home,2002,445367.0,1.8,24507371.0,98.2,24952738.0
punch0drunk love,2002,17844216.0,72.3,6821433.0,27.7,24665649.0
the guru,2002,3095506.0,12.8,21033346.0,87.2,24128852.0
dark water,2002,,,24010000.0,,24010000.0
25th hour,2002,13084595.0,54.7,10843908.0,45.3,23928503.0
sex is zero,2002,,,23915279.0,,23915279.0
eight crazy nights,2002,23586598.0,99.0,246533.0,1.0,23833131.0
detective conan: the phantom of baker street,2002,,,23786606.0,,23786606.0
antwone fisher,2002,21078145.0,90.2,2289441.0,9.8,23367586.0
ali g indahouse,2002,,,23280529.0,,23280529.0
super troopers,2002,18492362.0,79.8,4689861.0,20.2,23182223.0
"the legend of al, john and jack",2002,,,23039985.0,,23039985.0
phone,2002,,,21784403.0,,21784403.0
white oleander,2002,16357770.0,75.5,5314514.0,24.5,21672284.0
pokémon heroes,2002,746381.0,3.6,20121538.0,96.4,20867919.0
serving sara,2002,16930185.0,84.0,3215965.0,16.0,20146150.0
asterix & obelix: mission cleopatra 2002 re0release,2002,3115188.0,15.6,16900423.0,84.4,20015611.0
ballistic: ecks vs. sever,2002,14307963.0,71.8,5616070.0,28.2,19924033.0
s1m0ne,2002,9688676.0,49.5,9887347.0,50.5,19576023.0
the lion king 2002 imax release,2002,15686215.0,80.5,3800000.0,19.5,19486215.0
tuck everlasting,2002,19161999.0,99.1,182616.0,0.9,19344615.0
half past dead,2002,15567860.0,80.9,3665420.0,19.1,19233280.0
martin lawrence live: runteldat,2002,19184820.0,100.0,0.0,0.0,19184820.0
feardotcom,2002,13258249.0,70.1,5643766.0,29.9,18902015.0
empire,2002,17600423.0,94.7,990849.0,5.3,18591272.0
the country bears,2002,16990825.0,94.3,1021272.0,5.7,18012097.0
jail breakers,2002,,,17797711.0,,17797711.0
the last kiss,2002,1048950.0,5.9,16671397.0,94.1,17720347.0
frailty,2002,13110448.0,75.2,4312582.0,24.8,17423030.0
the importance of being earnest,2002,8384929.0,48.5,8906041.0,51.5,17290970.0
kung pow: enter the fist,2002,16037962.0,94.4,956663.0,5.6,16994625.0
dead weight,2002,,,16987957.0,,16987957.0
life or something like it,2002,14448589.0,85.6,2424082.0,14.4,16872671.0
the good girl,2002,14018296.0,83.2,2837828.0,16.8,16856124.0
femme fatale,2002,6630252.0,39.4,10208658.0,60.6,16838910.0
they,2002,12840842.0,78.1,3605429.0,21.9,16446271.0
the powerpuff girls movie,2002,11412414.0,69.5,5014057.0,30.5,16426471.0
the magdalene sisters,2002,306989.0,1.9,16066123.0,98.1,16373112.0
the emperor's club,2002,14118751.0,86.5,2199698.0,13.5,16318449.0
rabbit0proof fence,2002,6199600.0,38.2,10017811.0,61.8,16217411.0
birthday girl,2002,5142576.0,31.8,11028522.0,68.2,16171098.0
to be and to have,2002,777129.0,4.8,15286791.0,95.2,16063920.0
doraemon: nobita and the robot kingdom,2002,,,16053687.0,,16053687.0
public enemy,2002,,,15897574.0,,15897574.0
hey arnold! the movie,2002,13728902.0,90.0,1520406.0,10.0,15249308.0
boat trip,2002,8600126.0,57.3,6420167.0,42.7,15020293.0
undisputed,2002,12764657.0,85.4,2181493.0,14.6,14946150.0
possession,2002,10113733.0,68.3,4702165.0,31.7,14815898.0
hollywood ending,2002,4850753.0,33.3,9718991.0,66.7,14569744.0
stealing harvard,2002,14036406.0,98.3,240626.0,1.7,14277032.0
godzilla against mechagodzilla,2002,,,14122958.0,,14122958.0
wet dreams,2002,,,13936317.0,,13936317.0
dirty pretty things,2002,8112414.0,58.3,5792352.0,41.7,13904766.0
juwanna mann,2002,13670733.0,99.0,131866.0,1.0,13802599.0
trapped,2002,7073251.0,52.7,6341165.0,47.3,13414416.0
toei spring anime fair,2002,,,13107237.0,,13107237.0
long time dead,2002,,,13102295.0,,13102295.0
knockaround guys,2002,11715637.0,91.5,1090977.0,8.5,12806614.0
narc,2002,10465659.0,82.8,2168088.0,17.2,12633747.0
the other side of the bed,2002,,,12630208.0,,12630208.0
sorority boys,2002,10200032.0,81.5,2317456.0,18.5,12517488.0
nine queens,2002,1222889.0,9.9,11190999.0,90.1,12413888.0
abandon,2002,10727683.0,87.2,1574536.0,12.8,12302219.0
the eye,2002,512049.0,4.2,11652967.0,95.8,12165016.0
2009: lost memories,2002,,,12049825.0,,12049825.0
the rules of attraction,2002,6532619.0,55.3,5286625.0,44.7,11819244.0
mohou0han,2002,,,11702775.0,,11702775.0
the order,2002,7660806.0,66.3,3900000.0,33.7,11560806.0
adrenaline rush: the science of risk,2002,10994028.0,99.8,17904.0,0.2,11011932.0
extreme ops,2002,4842259.0,44.2,6117216.0,55.8,10959475.0
champion,2002,,,10569737.0,,10569737.0
bibi blocksberg,2002,,,10325928.0,,10325928.0
kamen rider ryuki: episode final,2002,,,10112538.0,,10112538.0
pulse: a stomp odyssey,2002,10086514.0,100.0,0.0,0.0,10086514.0
the lord of the rings: the return of the king,2003,377027325.0,33.1,763654686.0,66.9,1140703091.0
finding nemo,2003,339714978.0,39.0,531300000.0,61.0,871014978.0
the matrix reloaded,2003,281576461.0,38.1,457835574.0,61.9,739412035.0
pirates of the caribbean: the curse of the black pearl,2003,305413918.0,46.7,348850097.0,53.3,654264015.0
bruce almighty,2003,242829261.0,50.1,241763613.0,49.9,484592874.0
the last samurai,2003,111127263.0,24.4,343500000.0,75.6,454627263.0
terminator 3: rise of the machines,2003,150371112.0,34.7,283000000.0,65.3,433371112.0
the matrix revolutions,2003,139313948.0,32.6,288029350.0,67.4,427343298.0
x2: x0men united,2003,214949694.0,52.7,192761855.0,47.3,407711549.0
bad boys ii,2003,138608444.0,50.7,134731112.0,49.3,273339556.0
something's gotta give,2003,124728738.0,47.0,140600000.0,53.0,265328738.0
charlie's angels: full throttle,2003,100830111.0,38.9,158345677.0,61.1,259175788.0
the village,2003,114197520.0,44.5,142500000.0,55.5,256697520.0
brother bear,2003,85336277.0,34.1,165061521.0,65.9,250397798.0
hulk,2003,132177234.0,53.9,113107931.0,46.1,245285165.0
love actually,2003,59696144.0,24.4,185235622.0,75.6,244931766.0
2 fast 2 furious,2003,127154901.0,53.8,109195760.0,46.2,236350661.0
american wedding,2003,104565114.0,44.9,128157821.0,55.1,232722935.0
scary movie 3,2003,110003217.0,49.8,110670000.0,50.2,220673217.0
elf,2003,173398518.0,78.7,47044933.0,21.3,220443451.0
master and commander: the far side of the world,2003,93927920.0,44.4,117694615.0,55.6,211622535.0
s.w.a.t.,2003,116934650.0,56.3,90790989.0,43.7,207725639.0
spy kids 3: game over,2003,111761982.0,56.7,85250000.0,43.3,197011982.0
anger management,2003,135645823.0,69.3,60100000.0,30.7,195745823.0
cheaper by the dozen,2003,138614544.0,72.9,51597569.0,27.1,190212113.0
the haunted mansion,2003,75847266.0,41.6,106443000.0,58.4,182290266.0
kill bill: vol. 1,2003,70099045.0,38.8,110800000.0,61.2,180899045.0
the league of extraordinary gentlemen,2003,66465204.0,37.1,112800000.0,62.9,179265204.0
daredevil,2003,102543518.0,57.2,76636200.0,42.8,179179718.0
how to lose a guy in 10 days,2003,105813373.0,59.6,71689014.0,40.4,177503042.0
the italian job,2003,106128601.0,60.3,69941570.0,39.7,176070171.0
cold mountain,2003,95636509.0,55.3,77377000.0,44.7,173013509.0
bringing down the house,2003,132716677.0,80.6,32013002.0,19.4,164729679.0
daddy day care,2003,104297061.0,63.4,60136806.0,36.6,164433867.0
freaky friday,2003,110230332.0,68.5,50616000.0,31.5,160846332.0
johnny english,2003,28082366.0,17.5,132383634.0,82.5,160466000.0
lara croft: tomb raider 0 the cradle of life,2003,65660196.0,41.0,94439026.0,59.0,160099222.0
mystic river,2003,90135191.0,57.6,66460000.0,42.4,156595191.0
bayside shakedown 2,2003,,,155138312.0,,155138312.0
seabiscuit,2003,120277854.0,81.1,28058591.0,18.9,148336445.0
gothika,2003,59694580.0,42.2,81896744.0,57.8,141591324.0
mona lisa smile,2003,63860942.0,45.2,77477047.0,54.8,141337989.0
the jungle book 2,2003,47901582.0,35.3,87802017.0,64.7,135703599.0
the cat in the hat,2003,101149285.0,75.5,32811256.0,24.5,133960541.0
school of rock,2003,81261177.0,62.0,49834437.0,38.0,131095614.0
"legally blonde 2: red, white & blonde",2003,90186328.0,72.2,34728514.0,27.8,124914842.0
big fish,2003,66809693.0,54.2,56408731.0,45.8,123218424.0
peter pan,2003,48462608.0,39.7,73512403.0,60.3,121975011.0
intolerable cruelty,2003,35327628.0,29.2,85473615.0,70.8,120801243.0
lost in translation,2003,44585453.0,37.6,74100000.0,62.4,118685453.0
paycheck,2003,53790451.0,45.9,63458507.0,54.1,117248958.0
freddy vs. jason,2003,82622655.0,70.8,34009973.0,29.2,116632628.0
the texas chainsaw massacre,2003,80571655.0,75.3,26500000.0,24.7,107071655.0
just married,2003,56127162.0,55.3,45437773.0,44.7,101564935.0
the recruit,2003,52802140.0,52.2,48389744.0,47.8,101191884.0
once upon a time in mexico,2003,56359780.0,57.5,41736246.0,42.5,98096026.0
phone booth,2003,46566212.0,47.6,51270926.0,52.4,97837138.0
underworld,2003,51970690.0,54.3,43737767.0,45.7,95708457.0
calendar girls,2003,31041759.0,33.2,62359000.0,66.8,93400759.0
final destination 2,2003,46961214.0,51.6,43979915.0,48.4,90941129.0
identity,2003,52159536.0,57.8,38100000.0,42.2,90259536.0
kangaroo jack,2003,66934963.0,75.3,21994148.0,24.7,88929111.0
shanghai knights,2003,60476872.0,68.5,27846615.0,31.5,88323487.0
old school,2003,75585093.0,86.7,11550427.0,13.3,87135520.0
tears of the sun,2003,43734876.0,50.6,42733286.0,49.4,86468162.0
sinbad: legend of the seven seas,2003,26483452.0,32.8,54289625.0,67.2,80773077.0
the rundown,2003,47726342.0,59.2,32931579.0,40.8,80657921.0
runaway jury,2003,49443628.0,61.7,30710512.0,38.3,80154140.0
good bye lenin!,2003,4064200.0,5.1,75252757.0,94.9,79316957.0
bad santa,2003,60060328.0,78.5,16428561.0,21.5,76488889.0
dreamcatcher,2003,33715436.0,44.5,42000000.0,55.5,75715436.0
the core,2003,31186896.0,42.4,42311715.0,57.6,73498611.0
holes,2003,67406573.0,94.4,4000000.0,5.6,71406573.0
looney tunes: back in action,2003,20991364.0,30.6,47523480.0,69.4,68514844.0
open range,2003,58331254.0,85.4,9965039.0,14.6,68296293.0
stuck on you,2003,33832741.0,51.4,31951762.0,48.6,65784503.0
matchstick men,2003,36906460.0,56.3,28659212.0,43.7,65565672.0
taxi 3,2003,497208.0,0.8,65000000.0,99.2,65497208.0
jeepers creepers 2,2003,35667218.0,56.5,27435448.0,43.5,63102666.0
piglet's big movie,2003,23103423.0,36.7,39767123.0,63.3,62870546.0
honey,2003,30308417.0,48.7,31919978.0,51.3,62228395.0
21 grams,2003,16290476.0,27.0,44137363.0,73.0,60427839.0
under the tuscan sun,2003,43610723.0,74.1,15268000.0,25.9,58878723.0
agent cody banks,2003,47938330.0,81.5,10857484.0,18.5,58795814.0
monster,2003,34469210.0,59.0,24000000.0,41.0,58469210.0
cradle 2 the grave,2003,34712347.0,61.4,21777211.0,38.6,56489558.0
the lizzie mcguire movie,2003,42734455.0,77.0,12800000.0,23.0,55534455.0
out of time,2003,41088845.0,74.0,14406718.0,26.0,55495563.0
rugrats go wild,2003,39402572.0,71.3,15847924.0,28.7,55250496.0
radio,2003,52333738.0,98.2,959890.0,1.8,53293628.0
hollywood homicide,2003,30940691.0,60.5,20201968.0,39.5,51142659.0
what a girl wants,2003,36105433.0,71.2,14626706.0,28.8,50732139.0
the jungle book 2 2003 re0release,2003,,,50600160.0,,50600160.0
national security,2003,36381186.0,72.6,13716763.0,27.4,50097949.0
secondhand lions,2003,42070939.0,87.2,6178078.0,12.8,48249017.0
darkness falls,2003,32551396.0,68.5,14937140.0,31.5,47488536.0
torque,2003,21215059.0,45.6,25331138.0,54.4,46546197.0
the hunted,2003,34244097.0,74.3,11817750.0,25.7,46061847.0
good boy,2003,37667746.0,83.1,7644471.0,16.9,45312217.0
uptown girls,2003,37182494.0,83.3,7434848.0,16.7,44617342.0
a man apart,2003,26736098.0,60.3,17614828.0,39.7,44350926.0
timeline,2003,19481943.0,44.3,24453820.0,55.7,43935763.0
basic,2003,26793311.0,62.6,15999250.0,37.4,42792561.0
whale rider,2003,20779666.0,50.6,20283310.0,49.4,41062976.0
