Release_Date,Name,production_budget,domestic_gross,worldwide_gross,foreign_gross,languages
2000,here on earth,15000000.0,10494147.0,10845127.0,350980.0,
2004,raise your voice,15000000.0,10411980.0,14811980.0,4400000.0,
1985,brazil,15000000.0,9929135.0,9932146.0,3011.0,
1993,the dark half,15000000.0,9579068.0,,,
2007,black snake moan,15000000.0,9396870.0,10951153.0,1554283.0,
2003,dark blue,15000000.0,9237470.0,12262065.0,3024595.0,
2007,a mighty heart,15000000.0,9176787.0,19153568.0,9976781.0,
1983,brainstorm,15000000.0,8921050.0,,,
2016,queen of katwe,15000000.0,8874389.0,10055481.0,1181092.0,
2000,whatever it takes,15000000.0,8735529.0,,,
2003,boat trip,15000000.0,8586376.0,14933713.0,6347337.0,
2002,the importance of being earnest,15000000.0,8378141.0,,,
1999,the love letter,15000000.0,8322608.0,9010980.0,688372.0,
2006,hoot,15000000.0,8117637.0,8224998.0,107361.0,
2008,in bruges,15000000.0,7800825.0,34533783.0,26732958.0,
2013,promised land,15000000.0,7597898.0,12394562.0,4796664.0,
2001,mulholland drive,15000000.0,7219578.0,20785973.0,13566395.0,
2018,hotel artemis,15000000.0,6708137.0,12758799.0,6050662.0,
2008,the rocker,15000000.0,6409528.0,8767338.0,2357810.0,
2009,post grad,15000000.0,6382178.0,6563402.0,181224.0,
2009,whatever works,15000000.0,5306706.0,35106706.0,29800000.0,
2000,the in crowd,15000000.0,5217498.0,,,
2005,los tres entierros de melquiades estrada,15000000.0,5027684.0,13454474.0,8426790.0,
1999,jakob the liar,15000000.0,4956401.0,,,
2007,se jie,15000000.0,4604982.0,65167430.0,60562448.0,
2005,"kiss kiss, bang bang",15000000.0,4235837.0,16829464.0,12593627.0,
1999,idle hands,15000000.0,4023741.0,,,
2015,scouts guide to the zombie apocalypse,15000000.0,3703046.0,15554855.0,11851809.0,
2007,blood and chocolate,15000000.0,3526588.0,6551310.0,3024722.0,
2010,you will meet a tall dark stranger,15000000.0,3247816.0,34247816.0,31000000.0,
2015,rock the kasbah,15000000.0,3020665.0,3386153.0,365488.0,
2010,never let me go,15000000.0,2434652.0,11173718.0,8739066.0,
2016,the disappointments room,15000000.0,2423467.0,3503761.0,1080294.0,
2003,the company,15000000.0,2281585.0,3396508.0,1114923.0,
2008,transsiberian,15000000.0,2203641.0,6379575.0,4175934.0,
1999,crazy in alabama,15000000.0,1954202.0,,,
1986,the clan of the cave bear,15000000.0,1953732.0,,,
2017,the comedian,15000000.0,1658706.0,,,
2008,funny games,15000000.0,1294640.0,8200127.0,6905487.0,
2006,banlieue 13,15000000.0,1200216.0,11599903.0,10399687.0,
1999,felicia's journey,15000000.0,824295.0,1970268.0,1145973.0,
2002,metropolis,15000000.0,673414.0,1405032.0,731618.0,
2015,cã¬kã¨ niã¨ yinniã¡ng,15000000.0,632542.0,11279884.0,10647342.0,
1995,things to do in denver when you're dead,15000000.0,529766.0,,,
2013,the reluctant fundamentalist,15000000.0,528731.0,,,
2004,the return,15000000.0,501752.0,5953886.0,5452134.0,
2003,buffalo soldiers,15000000.0,353743.0,,,
2003,steal (canadian release),15000000.0,220944.0,,,
2010,centurion,15000000.0,123570.0,7885048.0,7761478.0,
2009,ong-bak 2,15000000.0,102458.0,7583050.0,7480592.0,
1996,silent trigger,15000000.0,76382.0,,,
2008,midnight meat train,15000000.0,73548.0,1590246.0,1516698.0,
2013,winnie mandela,15000000.0,61847.0,,,
2011,the son of no one,15000000.0,30680.0,1148578.0,1117898.0,
2002,all the queen's men,15000000.0,22723.0,,,
2007,the good night,15000000.0,22441.0,,,
2013,khumba,15000000.0,,20898221.0,,
2015,a few best men,15000000.0,,17224539.0,,
2014,autã³mata,15000000.0,,6775458.0,,
2015,chiamatemi francesco - il papa della gente,15000000.0,,3925769.0,,
2008,bathory,15000000.0,,3436763.0,,
2010,san suk si gin,15000000.0,,2013340.0,,
2005,dungeons & dragons: wrath of the dragon god,15000000.0,,909822.0,,
2017,in dubious battle,15000000.0,,214182.0,,
2015,broken horses,15000000.0,,3471.0,,
2001,pandaemonium,15000000.0,,0.0,,
2019,blinded by the light,15000000.0,,0.0,,
1993,groundhog day,14600000.0,70906973.0,,,
2015,magic mike xxl,14500000.0,66013057.0,123660597.0,57647540.0,
1996,romeo+juliet,14500000.0,46338728.0,147542381.0,101203653.0,
2011,elle s'appelait sarah,14500000.0,7691700.0,25480031.0,17788331.0,
2015,freedom,14500000.0,,872757.0,,
1992,unforgiven,14400000.0,101157447.0,159157447.0,58000000.0,
2006,manderlay,14200000.0,74205.0,543306.0,469101.0,
1990,pretty woman,14000000.0,178406268.0,432645872.0,254239604.0,
1987,fatal attraction,14000000.0,156645693.0,320100000.0,163454307.0,
2008,slumdog millionaire,14000000.0,141330703.0,384530440.0,243199737.0,
1974,towering inferno,14000000.0,116000000.0,139700000.0,23700000.0,
1988,crocodile dundee 2,14000000.0,109306210.0,239606210.0,130300000.0,
1989,born on the fourth of july,14000000.0,70001698.0,,,
1993,cool runnings,14000000.0,68856263.0,155056263.0,86200000.0,
2007,stomp the yard,14000000.0,61356221.0,75525718.0,14169497.0,
2009,my bloody valentine,14000000.0,51545952.0,102836002.0,51290050.0,
2012,the possession,14000000.0,49130588.0,82925064.0,33794476.0,
1982,first blood,14000000.0,47212904.0,125212904.0,78000000.0,
1977,the spy who loved me,14000000.0,46800000.0,185400000.0,138600000.0,
1998,urban legend,14000000.0,38116707.0,72571864.0,34455157.0,
1981,taps,14000000.0,35856053.0,,,
2012,tyler perry's good deeds,14000000.0,35025791.0,35579177.0,553386.0,
1991,white fang,14000000.0,34729091.0,,,
1988,dangerous liaisons,14000000.0,34700000.0,,,
1999,superstar,14000000.0,30628981.0,,,
2012,the iron lady,14000000.0,29959436.0,115592104.0,85632668.0,
1993,poetic justice,14000000.0,27450453.0,,,
2002,jonah: a veggietales movie,14000000.0,25571351.0,25608779.0,37428.0,
2002,all about the benjamins,14000000.0,25482931.0,25873145.0,390214.0,
1977,exorcist ii: the heretic,14000000.0,25011000.0,,,
2010,our family wedding,14000000.0,20255281.0,21410546.0,1155265.0,
1995,vampire in brooklyn,14000000.0,19637147.0,,,
2006,an american haunting,14000000.0,16298046.0,30443277.0,14145231.0,
2003,my boss's daughter,14000000.0,15549702.0,,,
2009,a perfect getaway,14000000.0,15515460.0,22815460.0,7300000.0,
1996,thinner,14000000.0,15171475.0,,,
1998,dead man on campus,14000000.0,15064948.0,,,
1999,tea with mussolini,14000000.0,14395874.0,,,
1977,"new york, new york",14000000.0,13800000.0,,,
2002,jason x,14000000.0,13121555.0,16951798.0,3830243.0,
1994,crooklyn,14000000.0,13024170.0,,,
2007,i think i love my wife,14000000.0,12559771.0,13205411.0,645640.0,
2015,hot tub time machine 2,14000000.0,12314651.0,12826644.0,511993.0,
2006,bobby,14000000.0,11242801.0,20597806.0,9355005.0,
2001,head over heels,14000000.0,10397365.0,,,
2012,fun size,14000000.0,9409538.0,11166615.0,1757077.0,
1999,lost and found,14000000.0,6552255.0,,,
2007,le scaphandre et le papillon,14000000.0,5990075.0,22754472.0,16764397.0,
2006,little children,14000000.0,5463019.0,14121177.0,8658158.0,
2000,gossip,14000000.0,5108820.0,12591270.0,7482450.0,
1999,a walk on the moon,14000000.0,4741987.0,,,
2015,suffragette,14000000.0,4702420.0,34044909.0,29342489.0,
2006,catch a fire,14000000.0,4299773.0,5782198.0,1482425.0,
2014,mr. turner,14000000.0,3958546.0,25187026.0,21228480.0,
2001,soul survivors,14000000.0,3100650.0,4288246.0,1187596.0,
2009,easy virtue,14000000.0,2656784.0,20537741.0,17880957.0,
1995,jefferson in paris,14000000.0,2461628.0,,,
2010,flipped,14000000.0,1755212.0,4289993.0,2534781.0,
1978,caravans,14000000.0,1000000.0,,,
2010,les herbes folles,14000000.0,403952.0,1903952.0,1500000.0,
2003,amen,14000000.0,274299.0,,,
2008,the lucky ones,14000000.0,266967.0,,,
2011,margaret,14000000.0,47185.0,623292.0,576107.0,
2016,reign of assassins,14000000.0,,11354230.0,,
2009,stan helsing: a parody,14000000.0,,1553556.0,,
2005,brokeback mountain,13900000.0,83043761.0,176980863.0,93937102.0,
1995,clueless,13700000.0,56598476.0,,,
2008,ca$h,13700000.0,,11738256.0,,
1990,teenage mutant ninja turtles,13500000.0,135265915.0,202000000.0,66734085.0,
1956,the ten commandments,13500000.0,85400591.0,85434516.0,33925.0,
2002,far from heaven,13500000.0,15901849.0,29027914.0,13126065.0,
2012,seven psychopaths,13500000.0,15024049.0,33035736.0,18011687.0,
2000,quills,13500000.0,7060876.0,11732088.0,4671212.0,
1982,the border,13500000.0,6118683.0,,,
2005,der untergang,13500000.0,5501940.0,93631744.0,88129804.0,
2001,the caveman's valentine,13500000.0,687081.0,892506.0,205425.0,
2011,the last godfather,13400000.0,164247.0,,,
2014,under the skin,13300000.0,2614251.0,7229933.0,4615682.0,
2004,mar adentro,13300000.0,2086345.0,39686345.0,37600000.0,
2014,no good deed,13200000.0,52543632.0,54323210.0,1779578.0,
1987,good morning vietnam,13000000.0,123922370.0,,,
2010,black swan,13000000.0,106954678.0,331266710.0,224312032.0,
2001,save the last dance,13000000.0,91038276.0,122244329.0,31206053.0,
2011,justin bieber: never say never,13000000.0,73013910.0,99034125.0,26020215.0,
2018,the first purge,13000000.0,69488745.0,136617305.0,67128560.0,
2016,miracles from heaven,13000000.0,61705123.0,73798736.0,12093613.0,
2000,snow day,13000000.0,60008303.0,62452927.0,2444624.0,
2004,the butterfly effect,13000000.0,57924679.0,95638592.0,37713913.0,
1974,the godfather: part ii,13000000.0,57300000.0,,,
2016,the shallows,13000000.0,55121623.0,118763442.0,63641819.0,
1987,robocop,13000000.0,53424681.0,,,
1988,a nightmare on elm street 4: the dream master,13000000.0,49369899.0,,,
2007,this christmas,13000000.0,49121934.0,49733545.0,611611.0,
2014,about last night,13000000.0,48637684.0,50445860.0,1808176.0,
2000,"dude, where's my car?",13000000.0,46729374.0,73180297.0,26450923.0,
1988,young guns,13000000.0,44726644.0,,,
2014,st. vincent,13000000.0,44137712.0,54837234.0,10699522.0,
2014,earth to echo,13000000.0,38934842.0,42174545.0,3239703.0,
1999,10 things i hate about you,13000000.0,38177966.0,60413950.0,22235984.0,
2002,the new guy,13000000.0,28972187.0,,,
1993,loaded weapon 1,13000000.0,27979399.0,,,
1999,baby geniuses,13000000.0,27151490.0,,,
1998,the big hit,13000000.0,27066941.0,,,
1990,child's play 2,13000000.0,26904572.0,34166572.0,7262000.0,
1996,harriet the spy,13000000.0,26570048.0,,,
2013,21 and over,13000000.0,25682380.0,42195766.0,16513386.0,
2007,the mist,13000000.0,25593755.0,57189408.0,31595653.0,
2015,ex machina,13000000.0,25440971.0,38358392.0,12917421.0,
1999,being john malkovich,13000000.0,22858926.0,32382381.0,9523455.0,
2001,two can play that game,13000000.0,22235901.0,22391450.0,155549.0,
2016,eye in the sky,13000000.0,18704596.0,35402802.0,16698206.0,
2013,admission,13000000.0,18007317.0,18733666.0,726349.0,
2012,the perks of being a wallflower,13000000.0,17742948.0,33069303.0,15326355.0,
2001,crazy/beautiful,13000000.0,16929123.0,19929123.0,3000000.0,
1998,54,13000000.0,16757163.0,,,
2015,room,13000000.0,14677674.0,36262783.0,21585109.0,
2015,woodlawn,13000000.0,14394097.0,14403703.0,9606.0,
2006,letters from iwo jima,13000000.0,13756082.0,67867998.0,54111916.0,
2009,mã¤n som hatar kvinnor,13000000.0,12749992.0,109421911.0,96671919.0,
2007,the astronaut farmer,13000000.0,11003643.0,11141213.0,137570.0,
1998,dirty work,13000000.0,10020081.0,,,
2015,bajrangi bhaijaan,13000000.0,8178001.0,121778347.0,113600346.0,
1998,woo,13000000.0,8064972.0,,,
2016,robinson crusoe,13000000.0,8005586.0,42446455.0,34440869.0,
1994,serial mom,13000000.0,7881335.0,,,
1999,dick,13000000.0,6276869.0,,,
1999,light it up,13000000.0,5871603.0,,,
2001,bubble boy,13000000.0,5002310.0,,,
2002,birthday girl,13000000.0,4919896.0,8130727.0,3210831.0,
2007,"paris, je t'aime",13000000.0,4857374.0,5175088.0,317714.0,
2018,ben is back,13000000.0,3703182.0,9633111.0,5929929.0,
2007,resurrecting the champ,13000000.0,3172382.0,3260555.0,88173.0,
2010,chloe,13000000.0,3075255.0,11831131.0,8755876.0,
2001,the widow of st. pierre,13000000.0,3058380.0,,,
2015,youth,13000000.0,2703296.0,24001573.0,21298277.0,
1996,faithful,13000000.0,2104439.0,,,
2010,un prophã¨te,13000000.0,2087720.0,19910624.0,17822904.0,
2010,"i love you, phillip morris",13000000.0,2037459.0,23014027.0,20976568.0,
2015,the vatican tapes,13000000.0,1784763.0,14929184.0,13144421.0,
2006,find me guilty,13000000.0,1173673.0,2898225.0,1724552.0,
1993,excessive force,13000000.0,1152117.0,,,
2006,infamous,13000000.0,1151330.0,2613717.0,1462387.0,
2011,attack the block,13000000.0,1024175.0,6459183.0,5435008.0,
2015,brothers,13000000.0,656688.0,17856688.0,17200000.0,
2000,the claim,13000000.0,622023.0,1375635.0,753612.0,
2011,in the land of blood and honey,13000000.0,303877.0,509193.0,205316.0,
2010,the killer inside me,13000000.0,217277.0,3617277.0,3400000.0,
2012,womb,13000000.0,,0.0,,
2019,rogue city,13000000.0,,0.0,,
2013,the call,12800000.0,51872378.0,69821476.0,17949098.0,
2016,operation chromite,12700000.0,1022720.0,49196532.0,48173812.0,
2014,the drop,12600000.0,10724389.0,19054534.0,8330145.0,
2002,the crocodile hunter: collision course,12500000.0,28436931.0,33436931.0,5000000.0,
2010,machete,12500000.0,26593646.0,46370970.0,19777324.0,
2002,antwone fisher,12500000.0,21078145.0,23367586.0,2289441.0,
1982,la guerre du feu,12500000.0,20959585.0,,,
2002,the emperor's club,12500000.0,14060950.0,16193713.0,2132763.0,
1993,true romance,12500000.0,12281000.0,12309980.0,28980.0,
2009,sorority row,12500000.0,11965282.0,26735797.0,14770515.0,
1992,glengarry glen ross,12500000.0,10725228.0,,,
2008,the boy in the striped pyjamas,12500000.0,9046156.0,44083403.0,35037247.0,
1982,cat people,12500000.0,7000000.0,21000000.0,14000000.0,
1979,the prisoner of zenda,12500000.0,7000000.0,,,
2010,conviction,12500000.0,6797696.0,11826980.0,5029284.0,
2007,lars and the real girl,12500000.0,5956480.0,11277119.0,5320639.0,
2010,solitary man,12500000.0,4360548.0,,,
2000,dancer in the dark,12500000.0,4157491.0,45557491.0,41400000.0,
2010,casino jack,12500000.0,2039869.0,2272186.0,232317.0,
1997,oscar and lucinda,12500000.0,1612957.0,,,
1996,the funeral,12500000.0,1212799.0,1412799.0,200000.0,
2004,tae guik gi: the brotherhood of war,12500000.0,1110186.0,69826708.0,68716522.0,
2010,the perfect game,12500000.0,1089445.0,3931367.0,2841922.0,
2012,the paperboy,12500000.0,677200.0,4027663.0,3350463.0,
2013,ernest et celestine,12500000.0,292562.0,9376444.0,9083882.0,
2012,a little bit of heaven,12500000.0,10011.0,1100287.0,1090276.0,
1988,the land before time,12300000.0,48092846.0,81972846.0,33880000.0,
1975,jaws,12000000.0,260000000.0,470700000.0,210700000.0,
1973,the exorcist,12000000.0,230347346.0,428214478.0,197867132.0,
2014,the fault in our stars,12000000.0,124872350.0,307166834.0,182294484.0,
1999,american pie,12000000.0,101800948.0,234723148.0,132922200.0,
2012,think like a man,12000000.0,91547205.0,113373764.0,21826559.0,
2014,heaven is for real,12000000.0,91386097.0,100916299.0,9530202.0,
1986,the golden child,12000000.0,79817937.0,,,
1982,star trek ii: the wrath of khan,12000000.0,78912963.0,95800000.0,16887037.0,
2002,barbershop,12000000.0,75781642.0,77063461.0,1281819.0,
1983,wargames,12000000.0,74433837.0,,,
1994,ace ventura: pet detective,12000000.0,72217396.0,107217396.0,35000000.0,
2012,act of valor,12000000.0,70012847.0,82497035.0,12484188.0,
1985,witness,12000000.0,65532576.0,,,
2006,step up,12000000.0,65328121.0,110989157.0,45661036.0,
2012,chronicle,12000000.0,64575175.0,123681790.0,59106615.0,
1996,beavis and butt-head do america,12000000.0,63118386.0,,,
1970,patton,12000000.0,62500000.0,,,
2012,project x,12000000.0,54731865.0,103028188.0,48296323.0,
2017,"three billboards outside ebbing, missouri",12000000.0,54513740.0,160191915.0,105678175.0,
2016,lion,12000000.0,51739495.0,149570720.0,97831225.0,
2018,overboard,12000000.0,50316123.0,85369830.0,35053707.0,
1997,jackie brown,12000000.0,39673162.0,74727492.0,35054330.0,
1983,yentl,12000000.0,39012241.0,,,
2008,harold & kumar escape from guantanamo bay,12000000.0,38108728.0,43353117.0,5244389.0,
2013,philomena,12000000.0,37709979.0,98963392.0,61253413.0,
1981,time bandits,12000000.0,37400000.0,,,
2002,crossroads,12000000.0,37188667.0,57000000.0,19811333.0,
2015,paper towns,12000000.0,32000304.0,85450484.0,53450180.0,
2008,quarantine,12000000.0,31691811.0,41924774.0,10232963.0,
2002,one hour photo,12000000.0,31597131.0,52223306.0,20626175.0,
2008,the eye,12000000.0,31418697.0,57577765.0,26159068.0,
2004,johnson family vacation,12000000.0,31203964.0,31286759.0,82795.0,
2001,how high,12000000.0,31155435.0,31222395.0,66960.0,
1960,spartacus,12000000.0,30000000.0,60000000.0,30000000.0,
2006,crank,12000000.0,27838408.0,43924923.0,16086515.0,
1992,the muppet christmas carol,12000000.0,27281507.0,27492918.0,211411.0,
2016,hell or high water,12000000.0,27007844.0,37584304.0,10576460.0,
2002,frida,12000000.0,25885000.0,56131239.0,30246239.0,
2012,katy perry: part of me,12000000.0,25326071.0,32700439.0,7374368.0,
2014,top five,12000000.0,25317379.0,26001741.0,684362.0,
1998,rounders,12000000.0,22921898.0,,,
1967,casino royale,12000000.0,22744718.0,41744718.0,19000000.0,
1979,prophecy,12000000.0,22673340.0,,,
2015,project almanac,12000000.0,22348241.0,32909437.0,10561196.0,
2010,just wright,12000000.0,21540363.0,21867665.0,327302.0,
1999,stir of echoes,12000000.0,21133087.0,,,
1995,tales from the crypt: demon knight,12000000.0,21089146.0,,,
1978,the boys from brazil,12000000.0,19000000.0,,,
2005,the upside of anger,12000000.0,18761993.0,28915761.0,10153768.0,
2006,aquamarine,12000000.0,18597342.0,22978953.0,4381611.0,
2013,nebraska,12000000.0,17654912.0,24761360.0,7106448.0,
2004,my baby's daddy,12000000.0,17321573.0,17322212.0,639.0,
2001,max keeble's big move,12000000.0,17292381.0,,,
2011,young adult,12000000.0,16311571.0,22750356.0,6438785.0,
2013,about time,12000000.0,15323921.0,89309178.0,73985257.0,
2018,if beale street could talk,12000000.0,14915773.0,19859167.0,4943394.0,
2017,wish upon,12000000.0,14301505.0,23477345.0,9175840.0,
1997,def jam's how to be a player,12000000.0,14010363.0,,,
1998,living out loud,12000000.0,12905901.0,,,
2008,rachel getting married,12000000.0,12796861.0,17475475.0,4678614.0,
1981,the postman always rings twice,12000000.0,12200000.0,44200000.0,32000000.0,
2003,girl with a pearl earring,12000000.0,11634362.0,43274797.0,31640435.0,
1982,das boot,12000000.0,11487676.0,84970337.0,73482661.0,
2017,unforgettable,12000000.0,11368012.0,16221211.0,4853199.0,
2004,house of flying daggers,12000000.0,11050094.0,92863945.0,81813851.0,
2002,sorority boys,12000000.0,10198766.0,12516222.0,2317456.0,
2017,marshall,12000000.0,10051659.0,10116816.0,65157.0,
2008,cadillac records,12000000.0,8195551.0,8942516.0,746965.0,
2012,arbitrage,12000000.0,7919574.0,35830713.0,27911139.0,
1960,the alamo,12000000.0,7900000.0,,,
2000,screwed,12000000.0,6982680.0,,,
2006,running with scissors,12000000.0,6860000.0,8706701.0,1846701.0,
1993,fortress,12000000.0,6730578.0,46730578.0,40000000.0,
2012,for greater glory: the true story of cristiada,12000000.0,5669081.0,10026255.0,4357174.0,
2006,for your consideration,12000000.0,5549923.0,,,
1998,celebrity,12000000.0,5078660.0,6200000.0,1121340.0,
2003,from justin to kelly,12000000.0,4922166.0,,,
1986,invaders from mars,12000000.0,4884663.0,4984663.0,100000.0,
1996,girl 6,12000000.0,4880941.0,,,
2003,in the cut,12000000.0,4717455.0,23693646.0,18976191.0,
2008,charlie bartlett,12000000.0,3950294.0,5295909.0,1345615.0,
2009,two lovers,12000000.0,3149034.0,16349034.0,13200000.0,
2013,la grande bellezza,12000000.0,2883879.0,29549145.0,26665266.0,
2002,last orders,12000000.0,2326407.0,,,
2007,gwoemul,12000000.0,2201923.0,92618117.0,90416194.0,
1981,the pursuit of d.b. cooper,12000000.0,2104164.0,,,
1999,ravenous,12000000.0,2062406.0,,,
2002,the dangerous lives of altar boys,12000000.0,1779284.0,,,
2013,stoker,12000000.0,1703125.0,12034913.0,10331788.0,
2008,married life,12000000.0,1506998.0,2975188.0,1468190.0,
2005,2046,12000000.0,1442338.0,19287485.0,17845147.0,
2011,kill the irishman,12000000.0,1188194.0,,,
2005,duma,12000000.0,870067.0,994790.0,124723.0,
2012,darling companion,12000000.0,793352.0,1200346.0,406994.0,
2010,ondine,12000000.0,550472.0,557545.0,7073.0,
2001,brother,12000000.0,450594.0,,,
2002,welcome to collinwood,12000000.0,378650.0,4606284.0,4227634.0,
2008,life before her eyes,12000000.0,303439.0,7203439.0,6900000.0,
1997,critical care,12000000.0,220175.0,,,
2007,trade,12000000.0,214202.0,1513388.0,1299186.0,
2006,fateless,12000000.0,196857.0,,,
2010,san qiang pai an jing qi,12000000.0,190946.0,310946.0,120000.0,
1999,breakfast of champions,12000000.0,178287.0,,,
2001,company man,12000000.0,146028.0,622273.0,476245.0,
2009,nanjing! nanjing!,12000000.0,122558.0,20122558.0,20000000.0,
2015,trash,12000000.0,17484.0,6553186.0,6535702.0,
2011,5 days of war,12000000.0,17479.0,87793.0,70314.0,
2015,10 days in a madhouse,12000000.0,14616.0,,,
2009,1612,12000000.0,,5400624.0,,
2015,san cheng ji,12000000.0,,1950194.0,,
2011,tu xia chuan qi,12000000.0,,1828400.0,,
2010,triangle,12000000.0,,1594955.0,,
2013,supesu batorushippu yamato,12000000.0,,0.0,,
2014,drive hard,12000000.0,,0.0,,
2015,dancin' it's on,12000000.0,,0.0,,
2009,home,12000000.0,,0.0,,
2016,the dressmaker,11900000.0,2022115.0,24041617.0,22019502.0,
1999,diamonds,11900000.0,81897.0,,,
1998,madadayo,11900000.0,48856.0,,,
2015,carol,11800000.0,12711491.0,42843521.0,30132030.0,
1989,pet sematary,11500000.0,57469179.0,,,
2016,dirty grandpa,11500000.0,35593113.0,105078449.0,69485336.0,
2009,the cry of the owl,11500000.0,,0.0,,
2009,st. trinianâs,11400000.0,15000.0,29830239.0,29815239.0,
1977,star wars ep. iv: a new hope,11000000.0,460998007.0,786598007.0,325600000.0,
1984,gremlins,11000000.0,148168459.0,148199515.0,31056.0,
1965,doctor zhivago,11000000.0,111897830.0,112036323.0,138493.0,
2010,the fighter,11000000.0,93617009.0,129262388.0,35645379.0,
2008,high school musical 3: senior year,11000000.0,90559416.0,274392880.0,183833464.0,
1991,fried green tomatoes,11000000.0,81204830.0,,,
2006,jackass: number two,11000000.0,72778712.0,85278712.0,12500000.0,
1992,my cousin vinny,11000000.0,52929168.0,,,
2014,if i stay,11000000.0,50474843.0,78356170.0,27881327.0,
1989,major league,11000000.0,49793054.0,,,
2003,phone booth,11000000.0,46566212.0,97837138.0,51270926.0,
2002,a walk to remember,11000000.0,41227069.0,46060861.0,4833792.0,
1995,dead man walking,11000000.0,39387284.0,83088295.0,43701011.0,
1999,cruel intentions,11000000.0,38665260.0,76238901.0,37573641.0,
2015,brooklyn,11000000.0,38322743.0,62076141.0,23753398.0,
2008,the secret life of bees,11000000.0,37780486.0,39994347.0,2213861.0,
2015,woman in gold,11000000.0,33307793.0,58586407.0,25278614.0,
1981,history of the world: part i,11000000.0,31672000.0,,,
2017,"i, tonya",11000000.0,30014534.0,53797409.0,23782875.0,
2009,saw vi,11000000.0,27693292.0,69752402.0,42059110.0,
2001,corky romano,11000000.0,23978402.0,25116103.0,1137701.0,
2019,fighting with my family,11000000.0,22958583.0,39049922.0,16091339.0,
1992,raising cain,11000000.0,21171695.0,,,
1978,f.i.s.t,11000000.0,20388920.0,,,
1975,barry lyndon,11000000.0,20000000.0,20169934.0,169934.0,
2013,quartet,11000000.0,18388357.0,56178935.0,37790578.0,
2001,out cold,11000000.0,13906394.0,14786394.0,880000.0,
2000,the ladies man,11000000.0,13592872.0,13719474.0,126602.0,
2001,tomcats,11000000.0,13558739.0,,,
2013,inside llewyn davis,11000000.0,13248209.0,32943247.0,19695038.0,
2002,frailty,11000000.0,13110448.0,19947280.0,6836832.0,
1993,army of darkness,11000000.0,11502976.0,21502976.0,10000000.0,
2004,kinsey,11000000.0,10214647.0,17443529.0,7228882.0,
2013,peeples,11000000.0,9177065.0,9307166.0,130101.0,
1993,what's eating gilbert grape,11000000.0,9170214.0,,,
2016,sultan,11000000.0,5599781.0,72989781.0,67390000.0,
2002,slackers,11000000.0,4814244.0,5942218.0,1127974.0,
2003,the gospel of john,11000000.0,4068087.0,4234355.0,166268.0,
2004,vera drake,11000000.0,3753806.0,13353855.0,9600049.0,
2003,the guru,11000000.0,3051221.0,24150550.0,21099329.0,
1995,othello,11000000.0,2844379.0,,,
1995,the perez family,11000000.0,2794056.0,,,
1970,the molly maguires,11000000.0,2200000.0,,,
1991,return to the blue lagoon,11000000.0,2000000.0,,,
2007,romance and cigarettes,11000000.0,551002.0,3231251.0,2680249.0,
2006,copying beethoven,11000000.0,355968.0,6586324.0,6230356.0,
2011,brighton rock,11000000.0,229653.0,,,
2012,le prã©nom,11000000.0,61611.0,25307405.0,25245794.0,
2015,la famille bã©lier,11000000.0,,82438670.0,,
2012,lol,11000000.0,,10431506.0,,
2016,misconduct,11000000.0,,2352511.0,,
2019,eli,11000000.0,,0.0,,
2008,saw v,10800000.0,56746769.0,118209778.0,61463009.0,
2012,les intouchables,10800000.0,13182281.0,484873045.0,471690764.0,
2007,jindabyne,10800000.0,399879.0,2862544.0,2462665.0,
2006,kabhi alvida naa kehna,10750000.0,3275443.0,32575443.0,29300000.0,
1979,alien,10700000.0,80930630.0,203628947.0,122698317.0,
1982,poltergeist,10700000.0,74706019.0,121706019.0,47000000.0,
1999,an ideal husband,10700000.0,18542974.0,31341183.0,12798209.0,
2004,darkness,10600000.0,22163442.0,34409206.0,12245764.0,
2013,the last days on mars,10600000.0,24084.0,261364.0,237280.0,
1982,et: the extra-terrestrial,10500000.0,435110554.0,792965326.0,357854772.0,
1968,2001: a space odyssey,10500000.0,59936321.0,71928046.0,11991725.0,
2007,in the land of women,10500000.0,11052958.0,14140402.0,3087444.0,
1994,there goes my baby,10500000.0,125169.0,,,
2004,the blue butterfly,10400000.0,1610194.0,,,
2001,le fabuleux destin d'amã©lie poulain,10350000.0,33201661.0,174201661.0,141000000.0,
2019,pmc: deo beong-keo,10300000.0,,12478635.0,,
1983,lovesick,10100000.0,10143618.0,,,
2010,housefull,10100000.0,1183658.0,18726300.0,17542642.0,
2007,september dawn,10100000.0,1066555.0,,,
2018,halloween,10000000.0,159342015.0,254900667.0,95558652.0,
1997,good will hunting,10000000.0,138433435.0,225925989.0,87492554.0,
2004,the grudge,10000000.0,110359362.0,187281115.0,76921753.0,
2016,donât breathe,10000000.0,89217875.0,158973685.0,69755810.0,
1981,stripes,10000000.0,85300000.0,,,
2006,saw iii,10000000.0,80238724.0,163876815.0,83638091.0,
2016,the purge: election year,10000000.0,79042440.0,118514727.0,39472287.0,
2018,book club,10000000.0,68566296.0,91113683.0,22547387.0,
2000,bring it on,10000000.0,68353550.0,90453550.0,22100000.0,
2018,insidious: the last key,10000000.0,67745330.0,167885588.0,100140258.0,
1999,she's all that,10000000.0,63465522.0,,,
2007,saw iv,10000000.0,63300095.0,135759694.0,72459599.0,
2006,madea's family reunion,10000000.0,63257940.0,63320521.0,62581.0,
